Council area,Year,Sex,Age group,Type,Life expectancy
Highland,2012-14,Female,40 to 44,Estimate,43.69548322
Highland,2012-14,Female,40 to 44,Lower_CI,43.35253459
Highland,2012-14,Female,40 to 44,Upper_CI,44.03843185
Highland,2012-14,Female,45 to 49,Estimate,38.89424716
Highland,2012-14,Female,45 to 49,Lower_CI,38.5589903
Highland,2012-14,Female,45 to 49,Upper_CI,39.22950403
Highland,2012-14,Female,50 to 54,Estimate,34.19084829
Highland,2012-14,Female,50 to 54,Lower_CI,33.86399981
Highland,2012-14,Female,50 to 54,Upper_CI,34.51769676
Highland,2012-14,Female,55 to 59,Estimate,29.66001218
Highland,2012-14,Female,55 to 59,Lower_CI,29.34490894
Highland,2012-14,Female,55 to 59,Upper_CI,29.97511543
Highland,2012-14,Female,60 to 64,Estimate,25.20082428
Highland,2012-14,Female,60 to 64,Lower_CI,24.89761236
Highland,2012-14,Female,60 to 64,Upper_CI,25.50403621
Highland,2012-14,Female,65 to 69,Estimate,21.04451316
Highland,2012-14,Female,65 to 69,Lower_CI,20.75601862
Highland,2012-14,Female,65 to 69,Upper_CI,21.3330077
Highland,2012-14,Female,70 to 74,Estimate,16.89102801
Highland,2012-14,Female,70 to 74,Lower_CI,16.61386173
Highland,2012-14,Female,70 to 74,Upper_CI,17.16819428
Highland,2012-14,Female,75 to 79,Estimate,13.13818605
Highland,2012-14,Female,75 to 79,Lower_CI,12.87579148
Highland,2012-14,Female,75 to 79,Upper_CI,13.40058061
Highland,2012-14,Female,80 to 84,Estimate,9.696674493
Highland,2012-14,Female,80 to 84,Lower_CI,9.44567421
Highland,2012-14,Female,80 to 84,Upper_CI,9.947674776
Highland,2012-14,Female,85 to 89,Estimate,6.875410946
Highland,2012-14,Female,85 to 89,Lower_CI,6.619555626
Highland,2012-14,Female,85 to 89,Upper_CI,7.131266266
Highland,2012-14,Female,90 and over,Estimate,4.671005917
Highland,2012-14,Female,90 and over,Lower_CI,4.35605844
Highland,2012-14,Female,90 and over,Upper_CI,4.985953395
Inverclyde,2012-14,Male,0,Estimate,75.47454514
Inverclyde,2012-14,Male,0,Lower_CI,74.7135196
Inverclyde,2012-14,Male,0,Upper_CI,76.23557069
Inverclyde,2012-14,Male,1 to 4,Estimate,74.47454514
Inverclyde,2012-14,Male,1 to 4,Lower_CI,73.7135196
Inverclyde,2012-14,Male,1 to 4,Upper_CI,75.23557069
Inverclyde,2012-14,Male,5 to 9,Estimate,70.53053166
Inverclyde,2012-14,Male,5 to 9,Lower_CI,69.77687108
Inverclyde,2012-14,Male,5 to 9,Upper_CI,71.28419224
Inverclyde,2012-14,Male,10 to 14,Estimate,65.58304461
Inverclyde,2012-14,Male,10 to 14,Lower_CI,64.83586346
Inverclyde,2012-14,Male,10 to 14,Upper_CI,66.33022577
Inverclyde,2012-14,Male,15 to 19,Estimate,60.58304461
Inverclyde,2012-14,Male,15 to 19,Lower_CI,59.83586346
Inverclyde,2012-14,Male,15 to 19,Upper_CI,61.33022577
Inverclyde,2012-14,Male,20 to 24,Estimate,55.70178338
Inverclyde,2012-14,Male,20 to 24,Lower_CI,54.96525532
Inverclyde,2012-14,Male,20 to 24,Upper_CI,56.43831143
Inverclyde,2012-14,Male,25 to 29,Estimate,50.91009106
Inverclyde,2012-14,Male,25 to 29,Lower_CI,50.18978652
Inverclyde,2012-14,Male,25 to 29,Upper_CI,51.6303956
Inverclyde,2012-14,Male,30 to 34,Estimate,46.22387631
Inverclyde,2012-14,Male,30 to 34,Lower_CI,45.52868825
Inverclyde,2012-14,Male,30 to 34,Upper_CI,46.91906437
Inverclyde,2012-14,Male,35 to 39,Estimate,41.49625679
Inverclyde,2012-14,Male,35 to 39,Lower_CI,40.82284904
Inverclyde,2012-14,Male,35 to 39,Upper_CI,42.16966454
Inverclyde,2012-14,Male,40 to 44,Estimate,37.0840416
Inverclyde,2012-14,Male,40 to 44,Lower_CI,36.45761955
Inverclyde,2012-14,Male,40 to 44,Upper_CI,37.71046365
Inverclyde,2012-14,Male,45 to 49,Estimate,32.71018599
Inverclyde,2012-14,Male,45 to 49,Lower_CI,32.11862042
Inverclyde,2012-14,Male,45 to 49,Upper_CI,33.30175156
Inverclyde,2012-14,Male,50 to 54,Estimate,28.4930023
Inverclyde,2012-14,Male,50 to 54,Lower_CI,27.92908259
Inverclyde,2012-14,Male,50 to 54,Upper_CI,29.056922
Inverclyde,2012-14,Male,55 to 59,Estimate,24.2215511
Inverclyde,2012-14,Male,55 to 59,Lower_CI,23.67633271
Inverclyde,2012-14,Male,55 to 59,Upper_CI,24.76676949
Inverclyde,2012-14,Male,60 to 64,Estimate,20.3090741
Inverclyde,2012-14,Male,60 to 64,Lower_CI,19.79198397
Inverclyde,2012-14,Male,60 to 64,Upper_CI,20.82616422
Inverclyde,2012-14,Male,65 to 69,Estimate,16.46526529
Inverclyde,2012-14,Male,65 to 69,Lower_CI,15.9708738
Inverclyde,2012-14,Male,65 to 69,Upper_CI,16.95965679
Inverclyde,2012-14,Male,70 to 74,Estimate,12.97068771
Inverclyde,2012-14,Male,70 to 74,Lower_CI,12.49156321
Inverclyde,2012-14,Male,70 to 74,Upper_CI,13.4498122
Inverclyde,2012-14,Male,75 to 79,Estimate,10.18945381
Inverclyde,2012-14,Male,75 to 79,Lower_CI,9.725508342
Inverclyde,2012-14,Male,75 to 79,Upper_CI,10.65339929
Inverclyde,2012-14,Male,80 to 84,Estimate,7.756153518
Inverclyde,2012-14,Male,80 to 84,Lower_CI,7.279324722
Inverclyde,2012-14,Male,80 to 84,Upper_CI,8.232982314
Inverclyde,2012-14,Male,85 to 89,Estimate,5.68330923
Inverclyde,2012-14,Male,85 to 89,Lower_CI,5.132352911
Inverclyde,2012-14,Male,85 to 89,Upper_CI,6.234265549
Inverclyde,2012-14,Male,90 and over,Estimate,4.598130841
Inverclyde,2012-14,Male,90 and over,Lower_CI,3.726875391
Inverclyde,2012-14,Male,90 and over,Upper_CI,5.469386291
Inverclyde,2012-14,Female,0,Estimate,80.73575422
Inverclyde,2012-14,Female,0,Lower_CI,80.05329847
Inverclyde,2012-14,Female,0,Upper_CI,81.41820998
Inverclyde,2012-14,Female,1 to 4,Estimate,79.73575422
Inverclyde,2012-14,Female,1 to 4,Lower_CI,79.05329847
Inverclyde,2012-14,Female,1 to 4,Upper_CI,80.41820998
Inverclyde,2012-14,Female,5 to 9,Estimate,75.73575422
Inverclyde,2012-14,Female,5 to 9,Lower_CI,75.05329847
Inverclyde,2012-14,Female,5 to 9,Upper_CI,76.41820998
Inverclyde,2012-14,Female,10 to 14,Estimate,70.73575422
Inverclyde,2012-14,Female,10 to 14,Lower_CI,70.05329847
Inverclyde,2012-14,Female,10 to 14,Upper_CI,71.41820998
Inverclyde,2012-14,Female,15 to 19,Estimate,65.73575422
Inverclyde,2012-14,Female,15 to 19,Lower_CI,65.05329847
Inverclyde,2012-14,Female,15 to 19,Upper_CI,66.41820998
Inverclyde,2012-14,Female,20 to 24,Estimate,60.78086784
Inverclyde,2012-14,Female,20 to 24,Lower_CI,60.10367769
Inverclyde,2012-14,Female,20 to 24,Upper_CI,61.45805799
Inverclyde,2012-14,Female,25 to 29,Estimate,55.89981648
Inverclyde,2012-14,Female,25 to 29,Lower_CI,55.23475606
Inverclyde,2012-14,Female,25 to 29,Upper_CI,56.56487689
Inverclyde,2012-14,Female,30 to 34,Estimate,51.05406205
Inverclyde,2012-14,Female,30 to 34,Lower_CI,50.40448626
Inverclyde,2012-14,Female,30 to 34,Upper_CI,51.70363783
Inverclyde,2012-14,Female,35 to 39,Estimate,46.51348617
Inverclyde,2012-14,Female,35 to 39,Lower_CI,45.907674
Inverclyde,2012-14,Female,35 to 39,Upper_CI,47.11929835
Inverclyde,2012-14,Female,40 to 44,Estimate,41.73842186
Inverclyde,2012-14,Female,40 to 44,Lower_CI,41.15287919
Inverclyde,2012-14,Female,40 to 44,Upper_CI,42.32396453
Inverclyde,2012-14,Female,45 to 49,Estimate,37.02866338
Inverclyde,2012-14,Female,45 to 49,Lower_CI,36.46044387
Inverclyde,2012-14,Female,45 to 49,Upper_CI,37.5968829
Inverclyde,2012-14,Female,50 to 54,Estimate,32.41683449
Inverclyde,2012-14,Female,50 to 54,Lower_CI,31.86481653
Inverclyde,2012-14,Female,50 to 54,Upper_CI,32.96885244
Inverclyde,2012-14,Female,55 to 59,Estimate,27.82992817
Inverclyde,2012-14,Female,55 to 59,Lower_CI,27.29191214
Inverclyde,2012-14,Female,55 to 59,Upper_CI,28.3679442
Inverclyde,2012-14,Female,60 to 64,Estimate,23.51355683
Inverclyde,2012-14,Female,60 to 64,Lower_CI,22.99856792
Inverclyde,2012-14,Female,60 to 64,Upper_CI,24.02854574
Inverclyde,2012-14,Female,65 to 69,Estimate,19.33487224
Inverclyde,2012-14,Female,65 to 69,Lower_CI,18.84272557
Inverclyde,2012-14,Female,65 to 69,Upper_CI,19.82701892
Inverclyde,2012-14,Female,70 to 74,Estimate,15.56507651
Inverclyde,2012-14,Female,70 to 74,Lower_CI,15.09719563
Inverclyde,2012-14,Female,70 to 74,Upper_CI,16.03295739
Inverclyde,2012-14,Female,75 to 79,Estimate,12.35545005
Inverclyde,2012-14,Female,75 to 79,Lower_CI,11.91715539
Inverclyde,2012-14,Female,75 to 79,Upper_CI,12.79374471
Inverclyde,2012-14,Female,80 to 84,Estimate,9.313486485
Inverclyde,2012-14,Female,80 to 84,Lower_CI,8.884456928
Inverclyde,2012-14,Female,80 to 84,Upper_CI,9.742516043
Inverclyde,2012-14,Female,85 to 89,Estimate,6.808299845
Inverclyde,2012-14,Female,85 to 89,Lower_CI,6.339464783
Inverclyde,2012-14,Female,85 to 89,Upper_CI,7.277134906
Inverclyde,2012-14,Female,90 and over,Estimate,5.512727273
Inverclyde,2012-14,Female,90 and over,Lower_CI,4.861164546
Inverclyde,2012-14,Female,90 and over,Upper_CI,6.164289999
Midlothian,2012-14,Male,0,Estimate,77.33473951
Midlothian,2012-14,Male,0,Lower_CI,76.56384985
Midlothian,2012-14,Male,0,Upper_CI,78.10562917
Midlothian,2012-14,Male,1 to 4,Estimate,76.62907922
Midlothian,2012-14,Male,1 to 4,Lower_CI,75.89210733
Midlothian,2012-14,Male,1 to 4,Upper_CI,77.3660511
Midlothian,2012-14,Male,5 to 9,Estimate,72.67644772
Midlothian,2012-14,Male,5 to 9,Lower_CI,71.94487949
Midlothian,2012-14,Male,5 to 9,Upper_CI,73.40801595
Midlothian,2012-14,Male,10 to 14,Estimate,67.76868806
Midlothian,2012-14,Male,10 to 14,Lower_CI,67.04741436
Midlothian,2012-14,Male,10 to 14,Upper_CI,68.48996175
Midlothian,2012-14,Male,15 to 19,Estimate,62.81266076
Midlothian,2012-14,Male,15 to 19,Lower_CI,62.09606894
Midlothian,2012-14,Male,15 to 19,Upper_CI,63.52925259
Midlothian,2012-14,Male,20 to 24,Estimate,57.96895167
Midlothian,2012-14,Male,20 to 24,Lower_CI,57.26706259
Midlothian,2012-14,Male,20 to 24,Upper_CI,58.67084075
Midlothian,2012-14,Male,25 to 29,Estimate,53.15475241
Midlothian,2012-14,Male,25 to 29,Lower_CI,52.46966739
Midlothian,2012-14,Male,25 to 29,Upper_CI,53.83983742
Midlothian,2012-14,Male,30 to 34,Estimate,48.4180112
Midlothian,2012-14,Male,30 to 34,Lower_CI,47.75770805
Midlothian,2012-14,Male,30 to 34,Upper_CI,49.07831434
Midlothian,2012-14,Male,35 to 39,Estimate,43.7162877
Midlothian,2012-14,Male,35 to 39,Lower_CI,43.08110232
Midlothian,2012-14,Male,35 to 39,Upper_CI,44.35147308
Midlothian,2012-14,Male,40 to 44,Estimate,39.08752843
Midlothian,2012-14,Male,40 to 44,Lower_CI,38.47952544
Midlothian,2012-14,Male,40 to 44,Upper_CI,39.69553142
Midlothian,2012-14,Male,45 to 49,Estimate,34.34154969
Midlothian,2012-14,Male,45 to 49,Lower_CI,33.74655562
Midlothian,2012-14,Male,45 to 49,Upper_CI,34.93654376
Midlothian,2012-14,Male,50 to 54,Estimate,29.78055716
Midlothian,2012-14,Male,50 to 54,Lower_CI,29.2017841
Midlothian,2012-14,Male,50 to 54,Upper_CI,30.35933023
Midlothian,2012-14,Male,55 to 59,Estimate,25.47272794
Midlothian,2012-14,Male,55 to 59,Lower_CI,24.91490544
Midlothian,2012-14,Male,55 to 59,Upper_CI,26.03055044
Midlothian,2012-14,Male,60 to 64,Estimate,21.45077337
Midlothian,2012-14,Male,60 to 64,Lower_CI,20.9190777
Midlothian,2012-14,Male,60 to 64,Upper_CI,21.98246905
Midlothian,2012-14,Male,65 to 69,Estimate,17.6069083
Midlothian,2012-14,Male,65 to 69,Lower_CI,17.09672483
Midlothian,2012-14,Male,65 to 69,Upper_CI,18.11709177
Midlothian,2012-14,Male,70 to 74,Estimate,14.01694426
Midlothian,2012-14,Male,70 to 74,Lower_CI,13.52004691
Midlothian,2012-14,Male,70 to 74,Upper_CI,14.51384161
Midlothian,2012-14,Male,75 to 79,Estimate,10.90939989
Midlothian,2012-14,Male,75 to 79,Lower_CI,10.42909033
Midlothian,2012-14,Male,75 to 79,Upper_CI,11.38970944
Midlothian,2012-14,Male,80 to 84,Estimate,8.055418848
Midlothian,2012-14,Male,80 to 84,Lower_CI,7.57131633
Midlothian,2012-14,Male,80 to 84,Upper_CI,8.539521367
Midlothian,2012-14,Male,85 to 89,Estimate,5.792290141
Midlothian,2012-14,Male,85 to 89,Lower_CI,5.247068517
Midlothian,2012-14,Male,85 to 89,Upper_CI,6.337511764
Midlothian,2012-14,Male,90 and over,Estimate,4.290909091
Midlothian,2012-14,Male,90 and over,Lower_CI,3.489029718
Midlothian,2012-14,Male,90 and over,Upper_CI,5.092788464
Midlothian,2012-14,Female,0,Estimate,81.53654226
Midlothian,2012-14,Female,0,Lower_CI,80.88645683
Midlothian,2012-14,Female,0,Upper_CI,82.18662769
Midlothian,2012-14,Female,1 to 4,Estimate,80.79864893
Midlothian,2012-14,Female,1 to 4,Lower_CI,80.18841747
Midlothian,2012-14,Female,1 to 4,Upper_CI,81.40888039
Midlothian,2012-14,Female,5 to 9,Estimate,76.84890317
Midlothian,2012-14,Female,5 to 9,Lower_CI,76.24628434
Midlothian,2012-14,Female,5 to 9,Upper_CI,77.451522
Midlothian,2012-14,Female,10 to 14,Estimate,71.89997049
Midlothian,2012-14,Female,10 to 14,Lower_CI,71.30530822
Midlothian,2012-14,Female,10 to 14,Upper_CI,72.49463276
Midlothian,2012-14,Female,15 to 19,Estimate,66.89997049
Midlothian,2012-14,Female,15 to 19,Lower_CI,66.30530822
Midlothian,2012-14,Female,15 to 19,Upper_CI,67.49463276
Midlothian,2012-14,Female,20 to 24,Estimate,61.89997049
Midlothian,2012-14,Female,20 to 24,Lower_CI,61.30530822
Midlothian,2012-14,Female,20 to 24,Upper_CI,62.49463276
Midlothian,2012-14,Female,25 to 29,Estimate,56.98027327
Midlothian,2012-14,Female,25 to 29,Lower_CI,56.39531439
Midlothian,2012-14,Female,25 to 29,Upper_CI,57.56523215
Midlothian,2012-14,Female,30 to 34,Estimate,52.09379749
Midlothian,2012-14,Female,30 to 34,Lower_CI,51.52189992
Midlothian,2012-14,Female,30 to 34,Upper_CI,52.66569506
Midlothian,2012-14,Female,35 to 39,Estimate,47.18764811
Midlothian,2012-14,Female,35 to 39,Lower_CI,46.62461555
Midlothian,2012-14,Female,35 to 39,Upper_CI,47.75068068
Midlothian,2012-14,Female,40 to 44,Estimate,42.33026523
Midlothian,2012-14,Female,40 to 44,Lower_CI,41.77948844
Midlothian,2012-14,Female,40 to 44,Upper_CI,42.88104202
Midlothian,2012-14,Female,45 to 49,Estimate,37.51522596
Midlothian,2012-14,Female,45 to 49,Lower_CI,36.97531055
Midlothian,2012-14,Female,45 to 49,Upper_CI,38.05514137
Midlothian,2012-14,Female,50 to 54,Estimate,32.94343153
Midlothian,2012-14,Female,50 to 54,Lower_CI,32.42366078
Midlothian,2012-14,Female,50 to 54,Upper_CI,33.46320228
Midlothian,2012-14,Female,55 to 59,Estimate,28.31831217
Midlothian,2012-14,Female,55 to 59,Lower_CI,27.81424462
Midlothian,2012-14,Female,55 to 59,Upper_CI,28.82237972
Midlothian,2012-14,Female,60 to 64,Estimate,23.92461883
Midlothian,2012-14,Female,60 to 64,Lower_CI,23.44409306
Midlothian,2012-14,Female,60 to 64,Upper_CI,24.40514459
Midlothian,2012-14,Female,65 to 69,Estimate,19.72068495
Midlothian,2012-14,Female,65 to 69,Lower_CI,19.2657231
Midlothian,2012-14,Female,65 to 69,Upper_CI,20.17564679
Midlothian,2012-14,Female,70 to 74,Estimate,15.56888602
Midlothian,2012-14,Female,70 to 74,Lower_CI,15.1327424
Midlothian,2012-14,Female,70 to 74,Upper_CI,16.00502965
Midlothian,2012-14,Female,75 to 79,Estimate,11.94902833
Midlothian,2012-14,Female,75 to 79,Lower_CI,11.54483495
Midlothian,2012-14,Female,75 to 79,Upper_CI,12.35322171
Midlothian,2012-14,Female,80 to 84,Estimate,8.578171148
Midlothian,2012-14,Female,80 to 84,Lower_CI,8.193546433
Midlothian,2012-14,Female,80 to 84,Upper_CI,8.962795862
Midlothian,2012-14,Female,85 to 89,Estimate,6.233205462
Midlothian,2012-14,Female,85 to 89,Lower_CI,5.852043646
Midlothian,2012-14,Female,85 to 89,Upper_CI,6.614367278
Midlothian,2012-14,Female,90 and over,Estimate,3.911347518
Midlothian,2012-14,Female,90 and over,Lower_CI,3.454829502
Midlothian,2012-14,Female,90 and over,Upper_CI,4.367865534
Moray,2012-14,Male,0,Estimate,78.50597847
Moray,2012-14,Male,0,Lower_CI,77.80052526
Moray,2012-14,Male,0,Upper_CI,79.21143168
Moray,2012-14,Male,1 to 4,Estimate,77.88703926
Moray,2012-14,Male,1 to 4,Lower_CI,77.23708826
Moray,2012-14,Male,1 to 4,Upper_CI,78.53699026
Moray,2012-14,Male,5 to 9,Estimate,73.88703926
Moray,2012-14,Male,5 to 9,Lower_CI,73.23708826
Moray,2012-14,Male,5 to 9,Upper_CI,74.53699026
Moray,2012-14,Male,10 to 14,Estimate,68.88703926
Moray,2012-14,Male,10 to 14,Lower_CI,68.23708826
Moray,2012-14,Male,10 to 14,Upper_CI,69.53699026
Moray,2012-14,Male,15 to 19,Estimate,63.96835606
Moray,2012-14,Male,15 to 19,Lower_CI,63.32745427
Moray,2012-14,Male,15 to 19,Upper_CI,64.60925786
Moray,2012-14,Male,20 to 24,Estimate,59.09958654
Moray,2012-14,Male,20 to 24,Lower_CI,58.47035203
Moray,2012-14,Male,20 to 24,Upper_CI,59.72882105
Moray,2012-14,Male,25 to 29,Estimate,54.27138156
Moray,2012-14,Male,25 to 29,Lower_CI,53.65852056
Moray,2012-14,Male,25 to 29,Upper_CI,54.88424255
Moray,2012-14,Male,30 to 34,Estimate,49.4901823
Moray,2012-14,Male,30 to 34,Lower_CI,48.89655285
Moray,2012-14,Male,30 to 34,Upper_CI,50.08381175
Moray,2012-14,Male,35 to 39,Estimate,44.70268393
Moray,2012-14,Male,35 to 39,Lower_CI,44.12762204
Moray,2012-14,Male,35 to 39,Upper_CI,45.27774582
Moray,2012-14,Male,40 to 44,Estimate,39.92749514
Moray,2012-14,Male,40 to 44,Lower_CI,39.37087127
Moray,2012-14,Male,40 to 44,Upper_CI,40.48411901
Moray,2012-14,Male,45 to 49,Estimate,35.21188419
Moray,2012-14,Male,45 to 49,Lower_CI,34.66995626
Moray,2012-14,Male,45 to 49,Upper_CI,35.75381213
Moray,2012-14,Male,50 to 54,Estimate,30.58828089
Moray,2012-14,Male,50 to 54,Lower_CI,30.06058538
Moray,2012-14,Male,50 to 54,Upper_CI,31.1159764
Moray,2012-14,Male,55 to 59,Estimate,26.06002637
Moray,2012-14,Male,55 to 59,Lower_CI,25.54784713
Moray,2012-14,Male,55 to 59,Upper_CI,26.57220561
Moray,2012-14,Male,60 to 64,Estimate,21.9372065
Moray,2012-14,Male,60 to 64,Lower_CI,21.45023887
Moray,2012-14,Male,60 to 64,Upper_CI,22.42417413
Moray,2012-14,Male,65 to 69,Estimate,17.96814769
Moray,2012-14,Male,65 to 69,Lower_CI,17.50369968
Moray,2012-14,Male,65 to 69,Upper_CI,18.4325957
Moray,2012-14,Male,70 to 74,Estimate,14.18934295
Moray,2012-14,Male,70 to 74,Lower_CI,13.74027037
Moray,2012-14,Male,70 to 74,Upper_CI,14.63841553
Moray,2012-14,Male,75 to 79,Estimate,10.89367149
Moray,2012-14,Male,75 to 79,Lower_CI,10.45631786
Moray,2012-14,Male,75 to 79,Upper_CI,11.33102511
Moray,2012-14,Male,80 to 84,Estimate,8.276732791
Moray,2012-14,Male,80 to 84,Lower_CI,7.829474658
Moray,2012-14,Male,80 to 84,Upper_CI,8.723990923
Moray,2012-14,Male,85 to 89,Estimate,6.056851991
Moray,2012-14,Male,85 to 89,Lower_CI,5.555096141
Moray,2012-14,Male,85 to 89,Upper_CI,6.558607842
Moray,2012-14,Male,90 and over,Estimate,4.434482759
Moray,2012-14,Male,90 and over,Lower_CI,3.712685811
Moray,2012-14,Male,90 and over,Upper_CI,5.156279706
Moray,2012-14,Female,0,Estimate,81.68935626
Moray,2012-14,Female,0,Lower_CI,81.00167395
Moray,2012-14,Female,0,Upper_CI,82.37703856
Moray,2012-14,Female,1 to 4,Estimate,80.98572152
Moray,2012-14,Female,1 to 4,Lower_CI,80.34648738
Moray,2012-14,Female,1 to 4,Upper_CI,81.62495565
Moray,2012-14,Female,5 to 9,Estimate,77.1456656
Moray,2012-14,Female,5 to 9,Lower_CI,76.53129457
Moray,2012-14,Female,5 to 9,Upper_CI,77.76003663
Moray,2012-14,Female,10 to 14,Estimate,72.1456656
Moray,2012-14,Female,10 to 14,Lower_CI,71.53129457
Moray,2012-14,Female,10 to 14,Upper_CI,72.76003663
Moray,2012-14,Female,15 to 19,Estimate,67.19193872
Moray,2012-14,Female,15 to 19,Lower_CI,66.5838907
Moray,2012-14,Female,15 to 19,Upper_CI,67.79998674
Moray,2012-14,Female,20 to 24,Estimate,62.26834351
Moray,2012-14,Female,20 to 24,Lower_CI,61.66886878
Moray,2012-14,Female,20 to 24,Upper_CI,62.86781824
Moray,2012-14,Female,25 to 29,Estimate,57.39416277
Moray,2012-14,Female,25 to 29,Lower_CI,56.81057865
Moray,2012-14,Female,25 to 29,Upper_CI,57.9777469
Moray,2012-14,Female,30 to 34,Estimate,52.59737414
Moray,2012-14,Female,30 to 34,Lower_CI,52.03473837
Moray,2012-14,Female,30 to 34,Upper_CI,53.1600099
Moray,2012-14,Female,35 to 39,Estimate,47.75911422
Moray,2012-14,Female,35 to 39,Lower_CI,47.21281549
Moray,2012-14,Female,35 to 39,Upper_CI,48.30541295
Moray,2012-14,Female,40 to 44,Estimate,42.87179719
Moray,2012-14,Female,40 to 44,Lower_CI,42.33541557
Moray,2012-14,Female,40 to 44,Upper_CI,43.40817881
Moray,2012-14,Female,45 to 49,Estimate,38.20837733
Moray,2012-14,Female,45 to 49,Lower_CI,37.69193856
Moray,2012-14,Female,45 to 49,Upper_CI,38.72481609
Moray,2012-14,Female,50 to 54,Estimate,33.4688798
Moray,2012-14,Female,50 to 54,Lower_CI,32.96469511
Moray,2012-14,Female,50 to 54,Upper_CI,33.9730645
Moray,2012-14,Female,55 to 59,Estimate,28.84656749
Moray,2012-14,Female,55 to 59,Lower_CI,28.35845564
Moray,2012-14,Female,55 to 59,Upper_CI,29.33467934
Moray,2012-14,Female,60 to 64,Estimate,24.45637758
Moray,2012-14,Female,60 to 64,Lower_CI,23.99141422
Moray,2012-14,Female,60 to 64,Upper_CI,24.92134094
Moray,2012-14,Female,65 to 69,Estimate,20.24989467
Moray,2012-14,Female,65 to 69,Lower_CI,19.80929882
Moray,2012-14,Female,65 to 69,Upper_CI,20.69049052
Moray,2012-14,Female,70 to 74,Estimate,16.16720189
Moray,2012-14,Female,70 to 74,Lower_CI,15.74559095
Moray,2012-14,Female,70 to 74,Upper_CI,16.58881283
Moray,2012-14,Female,75 to 79,Estimate,12.46165684
Moray,2012-14,Female,75 to 79,Lower_CI,12.06474897
Moray,2012-14,Female,75 to 79,Upper_CI,12.85856471
Moray,2012-14,Female,80 to 84,Estimate,9.306238162
Moray,2012-14,Female,80 to 84,Lower_CI,8.926491604
Moray,2012-14,Female,80 to 84,Upper_CI,9.685984721
Moray,2012-14,Female,85 to 89,Estimate,6.63468806
Moray,2012-14,Female,85 to 89,Lower_CI,6.244507825
Moray,2012-14,Female,85 to 89,Upper_CI,7.024868295
Moray,2012-14,Female,90 and over,Estimate,4.583586626
Moray,2012-14,Female,90 and over,Lower_CI,4.088292057
Moray,2012-14,Female,90 and over,Upper_CI,5.078881195
Na h-Eileanan Siar,2012-14,Male,0,Estimate,76.87702463
Na h-Eileanan Siar,2012-14,Male,0,Lower_CI,75.69699408
Na h-Eileanan Siar,2012-14,Male,0,Upper_CI,78.05705519
Na h-Eileanan Siar,2012-14,Male,1 to 4,Estimate,75.87702463
Na h-Eileanan Siar,2012-14,Male,1 to 4,Lower_CI,74.69699408
Na h-Eileanan Siar,2012-14,Male,1 to 4,Upper_CI,77.05705519
Na h-Eileanan Siar,2012-14,Male,5 to 9,Estimate,71.87702463
Na h-Eileanan Siar,2012-14,Male,5 to 9,Lower_CI,70.69699408
Na h-Eileanan Siar,2012-14,Male,5 to 9,Upper_CI,73.05705519
Na h-Eileanan Siar,2012-14,Male,10 to 14,Estimate,66.87702463
Na h-Eileanan Siar,2012-14,Male,10 to 14,Lower_CI,65.69699408
Na h-Eileanan Siar,2012-14,Male,10 to 14,Upper_CI,68.05705519
Na h-Eileanan Siar,2012-14,Male,15 to 19,Estimate,61.87702463
Na h-Eileanan Siar,2012-14,Male,15 to 19,Lower_CI,60.69699408
Na h-Eileanan Siar,2012-14,Male,15 to 19,Upper_CI,63.05705519
Na h-Eileanan Siar,2012-14,Male,20 to 24,Estimate,57.00618936
Na h-Eileanan Siar,2012-14,Male,20 to 24,Lower_CI,55.85106771
Na h-Eileanan Siar,2012-14,Male,20 to 24,Upper_CI,58.16131101
Na h-Eileanan Siar,2012-14,Male,25 to 29,Estimate,52.14677793
Na h-Eileanan Siar,2012-14,Male,25 to 29,Lower_CI,51.02202353
Na h-Eileanan Siar,2012-14,Male,25 to 29,Upper_CI,53.27153233
Na h-Eileanan Siar,2012-14,Male,30 to 34,Estimate,47.27417536
Na h-Eileanan Siar,2012-14,Male,30 to 34,Lower_CI,46.174601
Na h-Eileanan Siar,2012-14,Male,30 to 34,Upper_CI,48.37374972
Na h-Eileanan Siar,2012-14,Male,35 to 39,Estimate,42.73791617
Na h-Eileanan Siar,2012-14,Male,35 to 39,Lower_CI,41.72521667
Na h-Eileanan Siar,2012-14,Male,35 to 39,Upper_CI,43.75061567
Na h-Eileanan Siar,2012-14,Male,40 to 44,Estimate,37.82967881
Na h-Eileanan Siar,2012-14,Male,40 to 44,Lower_CI,36.83076856
Na h-Eileanan Siar,2012-14,Male,40 to 44,Upper_CI,38.82858906
Na h-Eileanan Siar,2012-14,Male,45 to 49,Estimate,33.19629602
Na h-Eileanan Siar,2012-14,Male,45 to 49,Lower_CI,32.23105621
Na h-Eileanan Siar,2012-14,Male,45 to 49,Upper_CI,34.16153583
Na h-Eileanan Siar,2012-14,Male,50 to 54,Estimate,28.94657212
Na h-Eileanan Siar,2012-14,Male,50 to 54,Lower_CI,28.03547433
Na h-Eileanan Siar,2012-14,Male,50 to 54,Upper_CI,29.8576699
Na h-Eileanan Siar,2012-14,Male,55 to 59,Estimate,24.86601679
Na h-Eileanan Siar,2012-14,Male,55 to 59,Lower_CI,24.00807123
Na h-Eileanan Siar,2012-14,Male,55 to 59,Upper_CI,25.72396234
