Council area,Year,Sex,Type,Number
Stirling,2015-16,Male,Net,460
Stirling,2015-16,Male,Out,2220
Stirling,2015-16,Persons,In,5550
Stirling,2015-16,Persons,Net,1010
Stirling,2015-16,Persons,Out,4530
Stirling,2016-17,Female,In,2590
Stirling,2016-17,Female,Net,180
Stirling,2016-17,Female,Out,2410
Stirling,2016-17,Male,In,2480
Stirling,2016-17,Male,Net,160
Stirling,2016-17,Male,Out,2330
Stirling,2016-17,Persons,In,5080
Stirling,2016-17,Persons,Net,340
Stirling,2016-17,Persons,Out,4740
Stirling,2017-18,Female,In,2630
Stirling,2017-18,Female,Net,240
Stirling,2017-18,Female,Out,2400
Stirling,2017-18,Male,In,2560
Stirling,2017-18,Male,Net,270
Stirling,2017-18,Male,Out,2290
Stirling,2017-18,Persons,In,5200
Stirling,2017-18,Persons,Net,510
Stirling,2017-18,Persons,Out,4690
Stirling,2018-19,Female,In,2570
Stirling,2018-19,Female,Net,-20
Stirling,2018-19,Female,Out,2590
Stirling,2018-19,Male,In,2510
Stirling,2018-19,Male,Net,100
Stirling,2018-19,Male,Out,2410
Stirling,2018-19,Persons,In,5080
Stirling,2018-19,Persons,Net,80
Stirling,2018-19,Persons,Out,4990
West Dunbartonshire,2001-02,Female,In,1400
West Dunbartonshire,2001-02,Female,Net,-70
West Dunbartonshire,2001-02,Female,Out,1470
West Dunbartonshire,2001-02,Male,In,1340
West Dunbartonshire,2001-02,Male,Net,-40
West Dunbartonshire,2001-02,Male,Out,1380
West Dunbartonshire,2001-02,Persons,In,2740
West Dunbartonshire,2001-02,Persons,Net,-110
West Dunbartonshire,2001-02,Persons,Out,2850
West Dunbartonshire,2002-03,Female,In,1230
West Dunbartonshire,2002-03,Female,Net,-190
West Dunbartonshire,2002-03,Female,Out,1420
West Dunbartonshire,2002-03,Male,In,1150
West Dunbartonshire,2002-03,Male,Net,-210
West Dunbartonshire,2002-03,Male,Out,1350
West Dunbartonshire,2002-03,Persons,In,2380
West Dunbartonshire,2002-03,Persons,Net,-400
West Dunbartonshire,2002-03,Persons,Out,2770
West Dunbartonshire,2003-04,Female,In,1280
West Dunbartonshire,2003-04,Female,Net,-190
West Dunbartonshire,2003-04,Female,Out,1470
West Dunbartonshire,2003-04,Male,In,1160
West Dunbartonshire,2003-04,Male,Net,-190
West Dunbartonshire,2003-04,Male,Out,1350
West Dunbartonshire,2003-04,Persons,In,2440
West Dunbartonshire,2003-04,Persons,Net,-370
West Dunbartonshire,2003-04,Persons,Out,2820
West Dunbartonshire,2004-05,Female,In,1250
West Dunbartonshire,2004-05,Female,Net,-70
West Dunbartonshire,2004-05,Female,Out,1310
West Dunbartonshire,2004-05,Male,In,1110
West Dunbartonshire,2004-05,Male,Net,-270
West Dunbartonshire,2004-05,Male,Out,1370
West Dunbartonshire,2004-05,Persons,In,2350
West Dunbartonshire,2004-05,Persons,Net,-330
West Dunbartonshire,2004-05,Persons,Out,2690
West Dunbartonshire,2005-06,Female,In,1260
West Dunbartonshire,2005-06,Female,Net,20
West Dunbartonshire,2005-06,Female,Out,1240
West Dunbartonshire,2005-06,Male,In,1180
West Dunbartonshire,2005-06,Male,Net,-130
West Dunbartonshire,2005-06,Male,Out,1310
West Dunbartonshire,2005-06,Persons,In,2440
West Dunbartonshire,2005-06,Persons,Net,-110
West Dunbartonshire,2005-06,Persons,Out,2550
West Dunbartonshire,2006-07,Female,In,1280
West Dunbartonshire,2006-07,Female,Net,-40
West Dunbartonshire,2006-07,Female,Out,1320
West Dunbartonshire,2006-07,Male,In,1180
West Dunbartonshire,2006-07,Male,Net,10
West Dunbartonshire,2006-07,Male,Out,1170
West Dunbartonshire,2006-07,Persons,In,2460
West Dunbartonshire,2006-07,Persons,Net,-30
West Dunbartonshire,2006-07,Persons,Out,2490
West Dunbartonshire,2007-08,Female,In,1280
West Dunbartonshire,2007-08,Female,Net,-70
West Dunbartonshire,2007-08,Female,Out,1350
West Dunbartonshire,2007-08,Male,In,1160
West Dunbartonshire,2007-08,Male,Net,-130
West Dunbartonshire,2007-08,Male,Out,1290
West Dunbartonshire,2007-08,Persons,In,2430
West Dunbartonshire,2007-08,Persons,Net,-210
West Dunbartonshire,2007-08,Persons,Out,2640
West Dunbartonshire,2008-09,Female,In,1160
West Dunbartonshire,2008-09,Female,Net,-30
West Dunbartonshire,2008-09,Female,Out,1190
West Dunbartonshire,2008-09,Male,In,1090
West Dunbartonshire,2008-09,Male,Net,-30
West Dunbartonshire,2008-09,Male,Out,1120
West Dunbartonshire,2008-09,Persons,In,2250
West Dunbartonshire,2008-09,Persons,Net,-60
West Dunbartonshire,2008-09,Persons,Out,2300
West Dunbartonshire,2009-10,Female,In,1060
West Dunbartonshire,2009-10,Female,Net,-130
West Dunbartonshire,2009-10,Female,Out,1190
West Dunbartonshire,2009-10,Male,In,1020
West Dunbartonshire,2009-10,Male,Net,-160
West Dunbartonshire,2009-10,Male,Out,1180
West Dunbartonshire,2009-10,Persons,In,2080
West Dunbartonshire,2009-10,Persons,Net,-290
West Dunbartonshire,2009-10,Persons,Out,2370
West Dunbartonshire,2010-11,Female,In,1080
West Dunbartonshire,2010-11,Female,Net,-50
West Dunbartonshire,2010-11,Female,Out,1130
West Dunbartonshire,2010-11,Male,In,1010
West Dunbartonshire,2010-11,Male,Net,-120
West Dunbartonshire,2010-11,Male,Out,1130
West Dunbartonshire,2010-11,Persons,In,2090
West Dunbartonshire,2010-11,Persons,Net,-170
West Dunbartonshire,2010-11,Persons,Out,2260
West Dunbartonshire,2011-12,Female,In,1060
West Dunbartonshire,2011-12,Female,Net,-180
West Dunbartonshire,2011-12,Female,Out,1240
West Dunbartonshire,2011-12,Male,In,1090
West Dunbartonshire,2011-12,Male,Net,-100
West Dunbartonshire,2011-12,Male,Out,1180
West Dunbartonshire,2011-12,Persons,In,2140
West Dunbartonshire,2011-12,Persons,Net,-280
West Dunbartonshire,2011-12,Persons,Out,2420
West Dunbartonshire,2012-13,Female,In,1110
West Dunbartonshire,2012-13,Female,Net,-120
West Dunbartonshire,2012-13,Female,Out,1230
West Dunbartonshire,2012-13,Male,In,1060
West Dunbartonshire,2012-13,Male,Net,-310
West Dunbartonshire,2012-13,Male,Out,1360
West Dunbartonshire,2012-13,Persons,In,2170
West Dunbartonshire,2012-13,Persons,Net,-420
West Dunbartonshire,2012-13,Persons,Out,2590
West Dunbartonshire,2013-14,Female,In,1130
West Dunbartonshire,2013-14,Female,Net,-60
West Dunbartonshire,2013-14,Female,Out,1190
West Dunbartonshire,2013-14,Male,In,1130
West Dunbartonshire,2013-14,Male,Net,-40
West Dunbartonshire,2013-14,Male,Out,1170
West Dunbartonshire,2013-14,Persons,In,2260
West Dunbartonshire,2013-14,Persons,Net,-100
West Dunbartonshire,2013-14,Persons,Out,2350
West Dunbartonshire,2014-15,Female,In,1280
West Dunbartonshire,2014-15,Female,Net,110
West Dunbartonshire,2014-15,Female,Out,1170
West Dunbartonshire,2014-15,Male,In,1270
West Dunbartonshire,2014-15,Male,Net,-40
West Dunbartonshire,2014-15,Male,Out,1300
West Dunbartonshire,2014-15,Persons,In,2550
West Dunbartonshire,2014-15,Persons,Net,80
West Dunbartonshire,2014-15,Persons,Out,2470
West Dunbartonshire,2015-16,Female,In,1290
West Dunbartonshire,2015-16,Female,Net,170
West Dunbartonshire,2015-16,Female,Out,1130
West Dunbartonshire,2015-16,Male,In,1260
West Dunbartonshire,2015-16,Male,Net,120
West Dunbartonshire,2015-16,Male,Out,1140
West Dunbartonshire,2015-16,Persons,In,2560
West Dunbartonshire,2015-16,Persons,Net,290
West Dunbartonshire,2015-16,Persons,Out,2270
West Dunbartonshire,2016-17,Female,In,1130
West Dunbartonshire,2016-17,Female,Net,-100
West Dunbartonshire,2016-17,Female,Out,1230
West Dunbartonshire,2016-17,Male,In,1200
West Dunbartonshire,2016-17,Male,Net,10
West Dunbartonshire,2016-17,Male,Out,1200
West Dunbartonshire,2016-17,Persons,In,2330
West Dunbartonshire,2016-17,Persons,Net,-100
West Dunbartonshire,2016-17,Persons,Out,2420
West Dunbartonshire,2017-18,Female,In,1210
West Dunbartonshire,2017-18,Female,Net,-70
West Dunbartonshire,2017-18,Female,Out,1280
West Dunbartonshire,2017-18,Male,In,1190
West Dunbartonshire,2017-18,Male,Net,-150
West Dunbartonshire,2017-18,Male,Out,1330
West Dunbartonshire,2017-18,Persons,In,2400
West Dunbartonshire,2017-18,Persons,Net,-210
West Dunbartonshire,2017-18,Persons,Out,2610
West Dunbartonshire,2018-19,Female,In,1190
West Dunbartonshire,2018-19,Female,Net,-100
West Dunbartonshire,2018-19,Female,Out,1290
West Dunbartonshire,2018-19,Male,In,1210
West Dunbartonshire,2018-19,Male,Net,40
West Dunbartonshire,2018-19,Male,Out,1170
West Dunbartonshire,2018-19,Persons,In,2400
West Dunbartonshire,2018-19,Persons,Net,-60
West Dunbartonshire,2018-19,Persons,Out,2460
West Lothian,2001-02,Female,In,3060
West Lothian,2001-02,Female,Net,440
West Lothian,2001-02,Female,Out,2620
West Lothian,2001-02,Male,In,2910
West Lothian,2001-02,Male,Net,430
West Lothian,2001-02,Male,Out,2480
West Lothian,2001-02,Persons,In,5970
West Lothian,2001-02,Persons,Net,870
West Lothian,2001-02,Persons,Out,5110
West Lothian,2002-03,Female,In,3040
West Lothian,2002-03,Female,Net,410
West Lothian,2002-03,Female,Out,2630
West Lothian,2002-03,Male,In,2970
West Lothian,2002-03,Male,Net,460
West Lothian,2002-03,Male,Out,2510
West Lothian,2002-03,Persons,In,6010
West Lothian,2002-03,Persons,Net,880
West Lothian,2002-03,Persons,Out,5140
West Lothian,2003-04,Female,In,3180
West Lothian,2003-04,Female,Net,660
West Lothian,2003-04,Female,Out,2510
West Lothian,2003-04,Male,In,3030
West Lothian,2003-04,Male,Net,550
West Lothian,2003-04,Male,Out,2480
West Lothian,2003-04,Persons,In,6210
West Lothian,2003-04,Persons,Net,1210
West Lothian,2003-04,Persons,Out,5000
West Lothian,2004-05,Female,In,3020
West Lothian,2004-05,Female,Net,480
West Lothian,2004-05,Female,Out,2540
West Lothian,2004-05,Male,In,2960
West Lothian,2004-05,Male,Net,360
West Lothian,2004-05,Male,Out,2600
West Lothian,2004-05,Persons,In,5980
West Lothian,2004-05,Persons,Net,840
West Lothian,2004-05,Persons,Out,5130
West Lothian,2005-06,Female,In,3130
West Lothian,2005-06,Female,Net,760
West Lothian,2005-06,Female,Out,2370
West Lothian,2005-06,Male,In,3070
West Lothian,2005-06,Male,Net,560
West Lothian,2005-06,Male,Out,2510
West Lothian,2005-06,Persons,In,6200
West Lothian,2005-06,Persons,Net,1320
West Lothian,2005-06,Persons,Out,4880
West Lothian,2006-07,Female,In,3500
West Lothian,2006-07,Female,Net,820
West Lothian,2006-07,Female,Out,2680
West Lothian,2006-07,Male,In,3210
West Lothian,2006-07,Male,Net,640
West Lothian,2006-07,Male,Out,2570
West Lothian,2006-07,Persons,In,6710
West Lothian,2006-07,Persons,Net,1460
West Lothian,2006-07,Persons,Out,5250
West Lothian,2007-08,Female,In,3250
West Lothian,2007-08,Female,Net,560
West Lothian,2007-08,Female,Out,2690
West Lothian,2007-08,Male,In,3100
West Lothian,2007-08,Male,Net,440
West Lothian,2007-08,Male,Out,2670
West Lothian,2007-08,Persons,In,6350
West Lothian,2007-08,Persons,Net,1000
West Lothian,2007-08,Persons,Out,5350
West Lothian,2008-09,Female,In,2520
West Lothian,2008-09,Female,Net,10
West Lothian,2008-09,Female,Out,2500
West Lothian,2008-09,Male,In,2550
West Lothian,2008-09,Male,Net,220
West Lothian,2008-09,Male,Out,2330
West Lothian,2008-09,Persons,In,5060
West Lothian,2008-09,Persons,Net,230
West Lothian,2008-09,Persons,Out,4830
West Lothian,2009-10,Female,In,2450
West Lothian,2009-10,Female,Net,120
West Lothian,2009-10,Female,Out,2330
West Lothian,2009-10,Male,In,2380
West Lothian,2009-10,Male,Net,90
West Lothian,2009-10,Male,Out,2300
West Lothian,2009-10,Persons,In,4830
West Lothian,2009-10,Persons,Net,200
West Lothian,2009-10,Persons,Out,4630
West Lothian,2010-11,Female,In,2490
West Lothian,2010-11,Female,Net,130
West Lothian,2010-11,Female,Out,2370
West Lothian,2010-11,Male,In,2330
West Lothian,2010-11,Male,Net,90
West Lothian,2010-11,Male,Out,2230
West Lothian,2010-11,Persons,In,4820
West Lothian,2010-11,Persons,Net,220
West Lothian,2010-11,Persons,Out,4600
West Lothian,2011-12,Female,In,2410
West Lothian,2011-12,Female,Net,-20
West Lothian,2011-12,Female,Out,2430
West Lothian,2011-12,Male,In,2500
West Lothian,2011-12,Male,Net,180
West Lothian,2011-12,Male,Out,2320
West Lothian,2011-12,Persons,In,4910
West Lothian,2011-12,Persons,Net,150
West Lothian,2011-12,Persons,Out,4750
West Lothian,2012-13,Female,In,2240
West Lothian,2012-13,Female,Net,-160
West Lothian,2012-13,Female,Out,2410
West Lothian,2012-13,Male,In,2340
West Lothian,2012-13,Male,Net,-220
West Lothian,2012-13,Male,Out,2570
West Lothian,2012-13,Persons,In,4590
West Lothian,2012-13,Persons,Net,-390
West Lothian,2012-13,Persons,Out,4970
West Lothian,2013-14,Female,In,2610
West Lothian,2013-14,Female,Net,190
West Lothian,2013-14,Female,Out,2420
West Lothian,2013-14,Male,In,2630
West Lothian,2013-14,Male,Net,260
West Lothian,2013-14,Male,Out,2370
West Lothian,2013-14,Persons,In,5230
West Lothian,2013-14,Persons,Net,440
West Lothian,2013-14,Persons,Out,4790
West Lothian,2014-15,Female,In,2840
West Lothian,2014-15,Female,Net,450
West Lothian,2014-15,Female,Out,2390
West Lothian,2014-15,Male,In,2880
West Lothian,2014-15,Male,Net,440
West Lothian,2014-15,Male,Out,2440
West Lothian,2014-15,Persons,In,5720
West Lothian,2014-15,Persons,Net,890
West Lothian,2014-15,Persons,Out,4830
West Lothian,2015-16,Female,In,2910
West Lothian,2015-16,Female,Net,680
West Lothian,2015-16,Female,Out,2230
West Lothian,2015-16,Male,In,2750
West Lothian,2015-16,Male,Net,440
West Lothian,2015-16,Male,Out,2310
West Lothian,2015-16,Persons,In,5660
West Lothian,2015-16,Persons,Net,1130
West Lothian,2015-16,Persons,Out,4540
West Lothian,2016-17,Female,In,2670
West Lothian,2016-17,Female,Net,450
West Lothian,2016-17,Female,Out,2220
West Lothian,2016-17,Male,In,2650
West Lothian,2016-17,Male,Net,330
West Lothian,2016-17,Male,Out,2320
West Lothian,2016-17,Persons,In,5330
West Lothian,2016-17,Persons,Net,790
West Lothian,2016-17,Persons,Out,4540
West Lothian,2017-18,Female,In,2590
West Lothian,2017-18,Female,Net,280
West Lothian,2017-18,Female,Out,2320
West Lothian,2017-18,Male,In,2690
West Lothian,2017-18,Male,Net,310
West Lothian,2017-18,Male,Out,2390
West Lothian,2017-18,Persons,In,5280
West Lothian,2017-18,Persons,Net,580
West Lothian,2017-18,Persons,Out,4700
West Lothian,2018-19,Female,In,2720
West Lothian,2018-19,Female,Net,290
West Lothian,2018-19,Female,Out,2420
West Lothian,2018-19,Male,In,2890
West Lothian,2018-19,Male,Net,410
West Lothian,2018-19,Male,Out,2480
West Lothian,2018-19,Persons,In,5610
West Lothian,2018-19,Persons,Net,710
West Lothian,2018-19,Persons,Out,4900
Scotland,2001-02,Female,In,41500
Scotland,2001-02,Female,Net,3800
Scotland,2001-02,Female,Out,37700
Scotland,2001-02,Male,In,40700
Scotland,2001-02,Male,Net,2500
Scotland,2001-02,Male,Out,38200
Scotland,2001-02,Persons,In,82200
Scotland,2001-02,Persons,Net,6300
Scotland,2001-02,Persons,Out,75900
Scotland,2002-03,Female,In,40400
Scotland,2002-03,Female,Net,4000
Scotland,2002-03,Female,Out,36400
Scotland,2002-03,Male,In,39400
Scotland,2002-03,Male,Net,1600
Scotland,2002-03,Male,Out,37700
Scotland,2002-03,Persons,In,79800
Scotland,2002-03,Persons,Net,5600
Scotland,2002-03,Persons,Out,74200
Scotland,2003-04,Female,In,46700
Scotland,2003-04,Female,Net,11100
Scotland,2003-04,Female,Out,35700
Scotland,2003-04,Male,In,43600
Scotland,2003-04,Male,Net,7600
Scotland,2003-04,Male,Out,36100
Scotland,2003-04,Persons,In,90400
Scotland,2003-04,Persons,Net,18600
Scotland,2003-04,Persons,Out,71800
Scotland,2004-05,Female,In,50200
Scotland,2004-05,Female,Net,13600
Scotland,2004-05,Female,Out,36700
Scotland,2004-05,Male,In,48900
Scotland,2004-05,Male,Net,11800
Scotland,2004-05,Male,Out,37200
Scotland,2004-05,Persons,In,99100
Scotland,2004-05,Persons,Net,25300
Scotland,2004-05,Persons,Out,73800
Scotland,2005-06,Female,In,47800
Scotland,2005-06,Female,Net,9900
Scotland,2005-06,Female,Out,37800
Scotland,2005-06,Male,In,46900
Scotland,2005-06,Male,Net,8900
Scotland,2005-06,Male,Out,38000
Scotland,2005-06,Persons,In,94600
Scotland,2005-06,Persons,Net,18800
Scotland,2005-06,Persons,Out,75800
Scotland,2006-07,Female,In,48000
Scotland,2006-07,Female,Net,16000
Scotland,2006-07,Female,Out,32000
Scotland,2006-07,Male,In,48600
Scotland,2006-07,Male,Net,17000
Scotland,2006-07,Male,Out,31600
Scotland,2006-07,Persons,In,96600
Scotland,2006-07,Persons,Net,33000
Scotland,2006-07,Persons,Out,63600
Scotland,2007-08,Female,In,49100
Scotland,2007-08,Female,Net,13100
Scotland,2007-08,Female,Out,36000
Scotland,2007-08,Male,In,49500
Scotland,2007-08,Male,Net,13300
Scotland,2007-08,Male,Out,36200
Scotland,2007-08,Persons,In,98500
Scotland,2007-08,Persons,Net,26400
Scotland,2007-08,Persons,Out,72100
Scotland,2008-09,Female,In,44600
Scotland,2008-09,Female,Net,11700
Scotland,2008-09,Female,Out,32900
Scotland,2008-09,Male,In,45900
Scotland,2008-09,Male,Net,12700
Scotland,2008-09,Male,Out,33200
Scotland,2008-09,Persons,In,90500
Scotland,2008-09,Persons,Net,24400
Scotland,2008-09,Persons,Out,66100
Scotland,2009-10,Female,In,45800
Scotland,2009-10,Female,Net,12800
Scotland,2009-10,Female,Out,33000
Scotland,2009-10,Male,In,46600
Scotland,2009-10,Male,Net,13300
Scotland,2009-10,Male,Out,33300
Scotland,2009-10,Persons,In,92400
Scotland,2009-10,Persons,Net,26100
Scotland,2009-10,Persons,Out,66300
Scotland,2010-11,Female,In,44200
Scotland,2010-11,Female,Net,14900
Scotland,2010-11,Female,Out,29200
Scotland,2010-11,Male,In,43700
Scotland,2010-11,Male,Net,15300
Scotland,2010-11,Male,Out,28500
Scotland,2010-11,Persons,In,87900
Scotland,2010-11,Persons,Net,30200
Scotland,2010-11,Persons,Out,57700
Scotland,2011-12,Female,In,41100
Scotland,2011-12,Female,Net,6800
Scotland,2011-12,Female,Out,34400
Scotland,2011-12,Male,In,39900
Scotland,2011-12,Male,Net,6000
Scotland,2011-12,Male,Out,33900
Scotland,2011-12,Persons,In,81000
Scotland,2011-12,Persons,Net,12700
Scotland,2011-12,Persons,Out,68300
Scotland,2012-13,Female,In,39000
Scotland,2012-13,Female,Net,5900
Scotland,2012-13,Female,Out,33100
Scotland,2012-13,Male,In,36900
Scotland,2012-13,Male,Net,4100
Scotland,2012-13,Male,Out,32800
Scotland,2012-13,Persons,In,75900
Scotland,2012-13,Persons,Net,10000
Scotland,2012-13,Persons,Out,65900
Scotland,2013-14,Female,In,42400
Scotland,2013-14,Female,Net,9600
Scotland,2013-14,Female,Out,32800
Scotland,2013-14,Male,In,40000
Scotland,2013-14,Male,Net,7900
Scotland,2013-14,Male,Out,32100
Scotland,2013-14,Persons,In,82400
Scotland,2013-14,Persons,Net,17600
Scotland,2013-14,Persons,Out,64900
Scotland,2014-15,Female,In,43500
Scotland,2014-15,Female,Net,14300
Scotland,2014-15,Female,Out,29200
Scotland,2014-15,Male,In,41400
Scotland,2014-15,Male,Net,13700
Scotland,2014-15,Male,Out,27700
Scotland,2014-15,Persons,In,85000
Scotland,2014-15,Persons,Net,28000
Scotland,2014-15,Persons,Out,57000
Scotland,2015-16,Female,In,44700
Scotland,2015-16,Female,Net,16400
Scotland,2015-16,Female,Out,28300
Scotland,2015-16,Male,In,42000
Scotland,2015-16,Male,Net,15300
Scotland,2015-16,Male,Out,26700
Scotland,2015-16,Persons,In,86700
Scotland,2015-16,Persons,Net,31700
Scotland,2015-16,Persons,Out,55000
Scotland,2016-17,Female,In,40100
Scotland,2016-17,Female,Net,10800
Scotland,2016-17,Female,Out,29300
Scotland,2016-17,Male,In,40400
Scotland,2016-17,Male,Net,13100
Scotland,2016-17,Male,Out,27300
Scotland,2016-17,Persons,In,80500
Scotland,2016-17,Persons,Net,23900
Scotland,2016-17,Persons,Out,56600
Scotland,2017-18,Female,In,40700
Scotland,2017-18,Female,Net,10000
Scotland,2017-18,Female,Out,30600
Scotland,2017-18,Male,In,39900
Scotland,2017-18,Male,Net,10900
Scotland,2017-18,Male,Out,29000
Scotland,2017-18,Persons,In,80600
