Council area,Year,Sex,Type,Number
Inverclyde,2008-09,Persons,Out,1690
Inverclyde,2009-10,Female,In,720
Inverclyde,2009-10,Female,Net,-70
Inverclyde,2009-10,Female,Out,790
Inverclyde,2009-10,Male,In,680
Inverclyde,2009-10,Male,Net,-150
Inverclyde,2009-10,Male,Out,830
Inverclyde,2009-10,Persons,In,1400
Inverclyde,2009-10,Persons,Net,-230
Inverclyde,2009-10,Persons,Out,1620
Inverclyde,2010-11,Female,In,640
Inverclyde,2010-11,Female,Net,-130
Inverclyde,2010-11,Female,Out,770
Inverclyde,2010-11,Male,In,620
Inverclyde,2010-11,Male,Net,-160
Inverclyde,2010-11,Male,Out,780
Inverclyde,2010-11,Persons,In,1260
Inverclyde,2010-11,Persons,Net,-290
Inverclyde,2010-11,Persons,Out,1550
Inverclyde,2011-12,Female,In,670
Inverclyde,2011-12,Female,Net,-110
Inverclyde,2011-12,Female,Out,770
Inverclyde,2011-12,Male,In,660
Inverclyde,2011-12,Male,Net,-200
Inverclyde,2011-12,Male,Out,860
Inverclyde,2011-12,Persons,In,1330
Inverclyde,2011-12,Persons,Net,-310
Inverclyde,2011-12,Persons,Out,1630
Inverclyde,2012-13,Female,In,660
Inverclyde,2012-13,Female,Net,-60
Inverclyde,2012-13,Female,Out,720
Inverclyde,2012-13,Male,In,750
Inverclyde,2012-13,Male,Net,-100
Inverclyde,2012-13,Male,Out,840
Inverclyde,2012-13,Persons,In,1400
Inverclyde,2012-13,Persons,Net,-160
Inverclyde,2012-13,Persons,Out,1560
Inverclyde,2013-14,Female,In,680
Inverclyde,2013-14,Female,Net,-100
Inverclyde,2013-14,Female,Out,780
Inverclyde,2013-14,Male,In,690
Inverclyde,2013-14,Male,Net,-170
Inverclyde,2013-14,Male,Out,870
Inverclyde,2013-14,Persons,In,1380
Inverclyde,2013-14,Persons,Net,-270
Inverclyde,2013-14,Persons,Out,1650
Inverclyde,2014-15,Female,In,700
Inverclyde,2014-15,Female,Net,-100
Inverclyde,2014-15,Female,Out,800
Inverclyde,2014-15,Male,In,750
Inverclyde,2014-15,Male,Net,-40
Inverclyde,2014-15,Male,Out,790
Inverclyde,2014-15,Persons,In,1460
Inverclyde,2014-15,Persons,Net,-140
Inverclyde,2014-15,Persons,Out,1590
Inverclyde,2015-16,Female,In,790
Inverclyde,2015-16,Female,Net,60
Inverclyde,2015-16,Female,Out,730
Inverclyde,2015-16,Male,In,740
Inverclyde,2015-16,Male,Net,-120
Inverclyde,2015-16,Male,Out,860
Inverclyde,2015-16,Persons,In,1530
Inverclyde,2015-16,Persons,Net,-60
Inverclyde,2015-16,Persons,Out,1590
Inverclyde,2016-17,Female,In,760
Inverclyde,2016-17,Female,Net,10
Inverclyde,2016-17,Female,Out,740
Inverclyde,2016-17,Male,In,760
Inverclyde,2016-17,Male,Net,0
Inverclyde,2016-17,Male,Out,760
Inverclyde,2016-17,Persons,In,1520
Inverclyde,2016-17,Persons,Net,10
Inverclyde,2016-17,Persons,Out,1510
Inverclyde,2017-18,Female,In,680
Inverclyde,2017-18,Female,Net,-120
Inverclyde,2017-18,Female,Out,800
Inverclyde,2017-18,Male,In,790
Inverclyde,2017-18,Male,Net,-60
Inverclyde,2017-18,Male,Out,850
Inverclyde,2017-18,Persons,In,1470
Inverclyde,2017-18,Persons,Net,-180
Inverclyde,2017-18,Persons,Out,1650
Inverclyde,2018-19,Female,In,740
Inverclyde,2018-19,Female,Net,10
Inverclyde,2018-19,Female,Out,730
Inverclyde,2018-19,Male,In,870
Inverclyde,2018-19,Male,Net,70
Inverclyde,2018-19,Male,Out,790
Inverclyde,2018-19,Persons,In,1610
Inverclyde,2018-19,Persons,Net,80
Inverclyde,2018-19,Persons,Out,1520
Midlothian,2001-02,Female,In,1500
Midlothian,2001-02,Female,Net,-10
Midlothian,2001-02,Female,Out,1500
Midlothian,2001-02,Male,In,1270
Midlothian,2001-02,Male,Net,-150
Midlothian,2001-02,Male,Out,1420
Midlothian,2001-02,Persons,In,2770
Midlothian,2001-02,Persons,Net,-160
Midlothian,2001-02,Persons,Out,2920
Midlothian,2002-03,Female,In,1330
Midlothian,2002-03,Female,Net,-220
Midlothian,2002-03,Female,Out,1560
Midlothian,2002-03,Male,In,1180
Midlothian,2002-03,Male,Net,-360
Midlothian,2002-03,Male,Out,1540
Midlothian,2002-03,Persons,In,2510
Midlothian,2002-03,Persons,Net,-580
Midlothian,2002-03,Persons,Out,3090
Midlothian,2003-04,Female,In,1420
Midlothian,2003-04,Female,Net,-60
Midlothian,2003-04,Female,Out,1470
Midlothian,2003-04,Male,In,1190
Midlothian,2003-04,Male,Net,-210
Midlothian,2003-04,Male,Out,1400
Midlothian,2003-04,Persons,In,2610
Midlothian,2003-04,Persons,Net,-260
Midlothian,2003-04,Persons,Out,2870
Midlothian,2004-05,Female,In,1360
Midlothian,2004-05,Female,Net,-90
Midlothian,2004-05,Female,Out,1450
Midlothian,2004-05,Male,In,1200
Midlothian,2004-05,Male,Net,-230
Midlothian,2004-05,Male,Out,1430
Midlothian,2004-05,Persons,In,2560
Midlothian,2004-05,Persons,Net,-320
Midlothian,2004-05,Persons,Out,2880
Midlothian,2005-06,Female,In,1350
Midlothian,2005-06,Female,Net,-130
Midlothian,2005-06,Female,Out,1480
Midlothian,2005-06,Male,In,1210
Midlothian,2005-06,Male,Net,-130
Midlothian,2005-06,Male,Out,1340
Midlothian,2005-06,Persons,In,2560
Midlothian,2005-06,Persons,Net,-260
Midlothian,2005-06,Persons,Out,2820
Midlothian,2006-07,Female,In,1580
Midlothian,2006-07,Female,Net,80
Midlothian,2006-07,Female,Out,1500
Midlothian,2006-07,Male,In,1370
Midlothian,2006-07,Male,Net,30
Midlothian,2006-07,Male,Out,1350
Midlothian,2006-07,Persons,In,2950
Midlothian,2006-07,Persons,Net,110
Midlothian,2006-07,Persons,Out,2840
Midlothian,2007-08,Female,In,1600
Midlothian,2007-08,Female,Net,260
Midlothian,2007-08,Female,Out,1340
Midlothian,2007-08,Male,In,1390
Midlothian,2007-08,Male,Net,170
Midlothian,2007-08,Male,Out,1220
Midlothian,2007-08,Persons,In,2990
Midlothian,2007-08,Persons,Net,430
Midlothian,2007-08,Persons,Out,2560
Midlothian,2008-09,Female,In,1460
Midlothian,2008-09,Female,Net,240
Midlothian,2008-09,Female,Out,1220
Midlothian,2008-09,Male,In,1330
Midlothian,2008-09,Male,Net,230
Midlothian,2008-09,Male,Out,1100
Midlothian,2008-09,Persons,In,2780
Midlothian,2008-09,Persons,Net,470
Midlothian,2008-09,Persons,Out,2320
Midlothian,2009-10,Female,In,1360
Midlothian,2009-10,Female,Net,100
Midlothian,2009-10,Female,Out,1260
Midlothian,2009-10,Male,In,1270
Midlothian,2009-10,Male,Net,140
Midlothian,2009-10,Male,Out,1130
Midlothian,2009-10,Persons,In,2630
Midlothian,2009-10,Persons,Net,240
Midlothian,2009-10,Persons,Out,2400
Midlothian,2010-11,Female,In,1460
Midlothian,2010-11,Female,Net,290
Midlothian,2010-11,Female,Out,1170
Midlothian,2010-11,Male,In,1260
Midlothian,2010-11,Male,Net,230
Midlothian,2010-11,Male,Out,1030
Midlothian,2010-11,Persons,In,2720
Midlothian,2010-11,Persons,Net,520
Midlothian,2010-11,Persons,Out,2200
Midlothian,2011-12,Female,In,1530
Midlothian,2011-12,Female,Net,320
Midlothian,2011-12,Female,Out,1210
Midlothian,2011-12,Male,In,1320
Midlothian,2011-12,Male,Net,240
Midlothian,2011-12,Male,Out,1080
Midlothian,2011-12,Persons,In,2850
Midlothian,2011-12,Persons,Net,560
Midlothian,2011-12,Persons,Out,2290
Midlothian,2012-13,Female,In,1590
Midlothian,2012-13,Female,Net,330
Midlothian,2012-13,Female,Out,1270
Midlothian,2012-13,Male,In,1390
Midlothian,2012-13,Male,Net,250
Midlothian,2012-13,Male,Out,1140
Midlothian,2012-13,Persons,In,2990
Midlothian,2012-13,Persons,Net,580
Midlothian,2012-13,Persons,Out,2410
Midlothian,2013-14,Female,In,1880
Midlothian,2013-14,Female,Net,500
Midlothian,2013-14,Female,Out,1370
Midlothian,2013-14,Male,In,1650
Midlothian,2013-14,Male,Net,520
Midlothian,2013-14,Male,Out,1140
Midlothian,2013-14,Persons,In,3530
Midlothian,2013-14,Persons,Net,1020
Midlothian,2013-14,Persons,Out,2510
Midlothian,2014-15,Female,In,1970
Midlothian,2014-15,Female,Net,610
Midlothian,2014-15,Female,Out,1360
Midlothian,2014-15,Male,In,1680
Midlothian,2014-15,Male,Net,380
Midlothian,2014-15,Male,Out,1300
Midlothian,2014-15,Persons,In,3650
Midlothian,2014-15,Persons,Net,990
Midlothian,2014-15,Persons,Out,2660
Midlothian,2015-16,Female,In,1900
Midlothian,2015-16,Female,Net,580
Midlothian,2015-16,Female,Out,1330
Midlothian,2015-16,Male,In,1730
Midlothian,2015-16,Male,Net,430
Midlothian,2015-16,Male,Out,1300
Midlothian,2015-16,Persons,In,3630
Midlothian,2015-16,Persons,Net,1010
Midlothian,2015-16,Persons,Out,2620
Midlothian,2016-17,Female,In,2010
Midlothian,2016-17,Female,Net,660
Midlothian,2016-17,Female,Out,1350
Midlothian,2016-17,Male,In,1770
Midlothian,2016-17,Male,Net,610
Midlothian,2016-17,Male,Out,1160
Midlothian,2016-17,Persons,In,3780
Midlothian,2016-17,Persons,Net,1270
Midlothian,2016-17,Persons,Out,2510
Midlothian,2017-18,Female,In,1970
Midlothian,2017-18,Female,Net,560
Midlothian,2017-18,Female,Out,1410
Midlothian,2017-18,Male,In,1820
Midlothian,2017-18,Male,Net,530
Midlothian,2017-18,Male,Out,1290
Midlothian,2017-18,Persons,In,3790
Midlothian,2017-18,Persons,Net,1090
Midlothian,2017-18,Persons,Out,2700
Midlothian,2018-19,Female,In,1950
Midlothian,2018-19,Female,Net,490
Midlothian,2018-19,Female,Out,1460
Midlothian,2018-19,Male,In,1820
Midlothian,2018-19,Male,Net,450
Midlothian,2018-19,Male,Out,1370
Midlothian,2018-19,Persons,In,3770
Midlothian,2018-19,Persons,Net,940
Midlothian,2018-19,Persons,Out,2830
Moray,2001-02,Female,In,1800
Moray,2001-02,Female,Net,-20
Moray,2001-02,Female,Out,1820
Moray,2001-02,Male,In,1440
Moray,2001-02,Male,Net,50
Moray,2001-02,Male,Out,1390
Moray,2001-02,Persons,In,3240
Moray,2001-02,Persons,Net,30
Moray,2001-02,Persons,Out,3210
Moray,2002-03,Female,In,1990
Moray,2002-03,Female,Net,280
Moray,2002-03,Female,Out,1710
Moray,2002-03,Male,In,1680
Moray,2002-03,Male,Net,260
Moray,2002-03,Male,Out,1420
Moray,2002-03,Persons,In,3670
Moray,2002-03,Persons,Net,540
Moray,2002-03,Persons,Out,3130
Moray,2003-04,Female,In,2210
Moray,2003-04,Female,Net,520
Moray,2003-04,Female,Out,1690
Moray,2003-04,Male,In,1850
Moray,2003-04,Male,Net,460
Moray,2003-04,Male,Out,1390
Moray,2003-04,Persons,In,4060
Moray,2003-04,Persons,Net,980
Moray,2003-04,Persons,Out,3080
Moray,2004-05,Female,In,2110
Moray,2004-05,Female,Net,360
Moray,2004-05,Female,Out,1750
Moray,2004-05,Male,In,1830
Moray,2004-05,Male,Net,330
Moray,2004-05,Male,Out,1500
Moray,2004-05,Persons,In,3940
Moray,2004-05,Persons,Net,690
Moray,2004-05,Persons,Out,3250
Moray,2005-06,Female,In,2050
Moray,2005-06,Female,Net,130
Moray,2005-06,Female,Out,1920
Moray,2005-06,Male,In,1810
Moray,2005-06,Male,Net,330
Moray,2005-06,Male,Out,1480
Moray,2005-06,Persons,In,3860
Moray,2005-06,Persons,Net,460
Moray,2005-06,Persons,Out,3400
Moray,2006-07,Female,In,1830
Moray,2006-07,Female,Net,190
Moray,2006-07,Female,Out,1640
Moray,2006-07,Male,In,1620
Moray,2006-07,Male,Net,330
Moray,2006-07,Male,Out,1290
Moray,2006-07,Persons,In,3450
Moray,2006-07,Persons,Net,530
Moray,2006-07,Persons,Out,2930
Moray,2007-08,Female,In,1870
Moray,2007-08,Female,Net,130
Moray,2007-08,Female,Out,1740
Moray,2007-08,Male,In,1610
Moray,2007-08,Male,Net,200
Moray,2007-08,Male,Out,1410
Moray,2007-08,Persons,In,3480
Moray,2007-08,Persons,Net,330
Moray,2007-08,Persons,Out,3150
Moray,2008-09,Female,In,1730
Moray,2008-09,Female,Net,220
Moray,2008-09,Female,Out,1500
Moray,2008-09,Male,In,1450
Moray,2008-09,Male,Net,180
Moray,2008-09,Male,Out,1260
Moray,2008-09,Persons,In,3170
Moray,2008-09,Persons,Net,400
Moray,2008-09,Persons,Out,2770
Moray,2009-10,Female,In,1650
Moray,2009-10,Female,Net,-80
Moray,2009-10,Female,Out,1730
Moray,2009-10,Male,In,1430
Moray,2009-10,Male,Net,70
Moray,2009-10,Male,Out,1360
Moray,2009-10,Persons,In,3080
Moray,2009-10,Persons,Net,-10
Moray,2009-10,Persons,Out,3090
Moray,2010-11,Female,In,1620
Moray,2010-11,Female,Net,-160
Moray,2010-11,Female,Out,1780
Moray,2010-11,Male,In,1420
Moray,2010-11,Male,Net,0
Moray,2010-11,Male,Out,1420
Moray,2010-11,Persons,In,3040
Moray,2010-11,Persons,Net,-160
Moray,2010-11,Persons,Out,3200
Moray,2011-12,Female,In,1850
Moray,2011-12,Female,Net,170
Moray,2011-12,Female,Out,1680
Moray,2011-12,Male,In,1560
Moray,2011-12,Male,Net,150
Moray,2011-12,Male,Out,1410
Moray,2011-12,Persons,In,3410
Moray,2011-12,Persons,Net,330
Moray,2011-12,Persons,Out,3090
Moray,2012-13,Female,In,1910
Moray,2012-13,Female,Net,310
Moray,2012-13,Female,Out,1600
Moray,2012-13,Male,In,1620
Moray,2012-13,Male,Net,290
Moray,2012-13,Male,Out,1330
Moray,2012-13,Persons,In,3530
Moray,2012-13,Persons,Net,600
Moray,2012-13,Persons,Out,2930
Moray,2013-14,Female,In,1910
Moray,2013-14,Female,Net,270
Moray,2013-14,Female,Out,1640
Moray,2013-14,Male,In,1570
Moray,2013-14,Male,Net,200
Moray,2013-14,Male,Out,1380
Moray,2013-14,Persons,In,3480
Moray,2013-14,Persons,Net,470
Moray,2013-14,Persons,Out,3010
Moray,2014-15,Female,In,2000
Moray,2014-15,Female,Net,180
Moray,2014-15,Female,Out,1820
Moray,2014-15,Male,In,1680
Moray,2014-15,Male,Net,230
Moray,2014-15,Male,Out,1450
Moray,2014-15,Persons,In,3680
Moray,2014-15,Persons,Net,410
Moray,2014-15,Persons,Out,3270
Moray,2015-16,Female,In,1840
Moray,2015-16,Female,Net,200
Moray,2015-16,Female,Out,1640
Moray,2015-16,Male,In,1720
Moray,2015-16,Male,Net,360
Moray,2015-16,Male,Out,1370
Moray,2015-16,Persons,In,3560
Moray,2015-16,Persons,Net,550
Moray,2015-16,Persons,Out,3010
Moray,2016-17,Female,In,1630
Moray,2016-17,Female,Net,-10
Moray,2016-17,Female,Out,1640
Moray,2016-17,Male,In,1510
Moray,2016-17,Male,Net,10
Moray,2016-17,Male,Out,1500
Moray,2016-17,Persons,In,3140
Moray,2016-17,Persons,Net,0
Moray,2016-17,Persons,Out,3140
Moray,2017-18,Female,In,1630
Moray,2017-18,Female,Net,70
Moray,2017-18,Female,Out,1560
Moray,2017-18,Male,In,1450
Moray,2017-18,Male,Net,-20
Moray,2017-18,Male,Out,1470
Moray,2017-18,Persons,In,3070
Moray,2017-18,Persons,Net,50
Moray,2017-18,Persons,Out,3020
Moray,2018-19,Female,In,1670
Moray,2018-19,Female,Net,130
Moray,2018-19,Female,Out,1540
Moray,2018-19,Male,In,1510
Moray,2018-19,Male,Net,170
Moray,2018-19,Male,Out,1340
Moray,2018-19,Persons,In,3180
Moray,2018-19,Persons,Net,300
Moray,2018-19,Persons,Out,2880
Na h-Eileanan Siar,2001-02,Female,In,520
Na h-Eileanan Siar,2001-02,Female,Net,10
Na h-Eileanan Siar,2001-02,Female,Out,510
Na h-Eileanan Siar,2001-02,Male,In,450
Na h-Eileanan Siar,2001-02,Male,Net,-70
Na h-Eileanan Siar,2001-02,Male,Out,510
Na h-Eileanan Siar,2001-02,Persons,In,970
Na h-Eileanan Siar,2001-02,Persons,Net,-60
Na h-Eileanan Siar,2001-02,Persons,Out,1020
Na h-Eileanan Siar,2002-03,Female,In,490
Na h-Eileanan Siar,2002-03,Female,Net,50
Na h-Eileanan Siar,2002-03,Female,Out,430
Na h-Eileanan Siar,2002-03,Male,In,510
Na h-Eileanan Siar,2002-03,Male,Net,30
Na h-Eileanan Siar,2002-03,Male,Out,480
Na h-Eileanan Siar,2002-03,Persons,In,990
Na h-Eileanan Siar,2002-03,Persons,Net,80
Na h-Eileanan Siar,2002-03,Persons,Out,910
Na h-Eileanan Siar,2003-04,Female,In,650
Na h-Eileanan Siar,2003-04,Female,Net,140
Na h-Eileanan Siar,2003-04,Female,Out,510
Na h-Eileanan Siar,2003-04,Male,In,590
Na h-Eileanan Siar,2003-04,Male,Net,110
Na h-Eileanan Siar,2003-04,Male,Out,480
Na h-Eileanan Siar,2003-04,Persons,In,1230
Na h-Eileanan Siar,2003-04,Persons,Net,250
Na h-Eileanan Siar,2003-04,Persons,Out,990
Na h-Eileanan Siar,2004-05,Female,In,610
Na h-Eileanan Siar,2004-05,Female,Net,80
Na h-Eileanan Siar,2004-05,Female,Out,530
Na h-Eileanan Siar,2004-05,Male,In,610
Na h-Eileanan Siar,2004-05,Male,Net,190
Na h-Eileanan Siar,2004-05,Male,Out,410
Na h-Eileanan Siar,2004-05,Persons,In,1220
Na h-Eileanan Siar,2004-05,Persons,Net,270
Na h-Eileanan Siar,2004-05,Persons,Out,950
Na h-Eileanan Siar,2005-06,Female,In,560
Na h-Eileanan Siar,2005-06,Female,Net,70
Na h-Eileanan Siar,2005-06,Female,Out,490
Na h-Eileanan Siar,2005-06,Male,In,530
Na h-Eileanan Siar,2005-06,Male,Net,60
Na h-Eileanan Siar,2005-06,Male,Out,470
Na h-Eileanan Siar,2005-06,Persons,In,1090
Na h-Eileanan Siar,2005-06,Persons,Net,130
Na h-Eileanan Siar,2005-06,Persons,Out,960
Na h-Eileanan Siar,2006-07,Female,In,540
Na h-Eileanan Siar,2006-07,Female,Net,60
Na h-Eileanan Siar,2006-07,Female,Out,480
Na h-Eileanan Siar,2006-07,Male,In,500
Na h-Eileanan Siar,2006-07,Male,Net,20
Na h-Eileanan Siar,2006-07,Male,Out,480
Na h-Eileanan Siar,2006-07,Persons,In,1030
Na h-Eileanan Siar,2006-07,Persons,Net,70
Na h-Eileanan Siar,2006-07,Persons,Out,960
Na h-Eileanan Siar,2007-08,Female,In,530
Na h-Eileanan Siar,2007-08,Female,Net,30
Na h-Eileanan Siar,2007-08,Female,Out,500
Na h-Eileanan Siar,2007-08,Male,In,500
Na h-Eileanan Siar,2007-08,Male,Net,0
Na h-Eileanan Siar,2007-08,Male,Out,500
Na h-Eileanan Siar,2007-08,Persons,In,1030
Na h-Eileanan Siar,2007-08,Persons,Net,20
Na h-Eileanan Siar,2007-08,Persons,Out,1010
Na h-Eileanan Siar,2008-09,Female,In,500
Na h-Eileanan Siar,2008-09,Female,Net,50
Na h-Eileanan Siar,2008-09,Female,Out,450
Na h-Eileanan Siar,2008-09,Male,In,470
Na h-Eileanan Siar,2008-09,Male,Net,20
Na h-Eileanan Siar,2008-09,Male,Out,440
Na h-Eileanan Siar,2008-09,Persons,In,970
Na h-Eileanan Siar,2008-09,Persons,Net,70
Na h-Eileanan Siar,2008-09,Persons,Out,900
Na h-Eileanan Siar,2009-10,Female,In,510
Na h-Eileanan Siar,2009-10,Female,Net,70
Na h-Eileanan Siar,2009-10,Female,Out,440
Na h-Eileanan Siar,2009-10,Male,In,470
Na h-Eileanan Siar,2009-10,Male,Net,100
Na h-Eileanan Siar,2009-10,Male,Out,370
Na h-Eileanan Siar,2009-10,Persons,In,970
Na h-Eileanan Siar,2009-10,Persons,Net,170
Na h-Eileanan Siar,2009-10,Persons,Out,810
Na h-Eileanan Siar,2010-11,Female,In,460
Na h-Eileanan Siar,2010-11,Female,Net,20
Na h-Eileanan Siar,2010-11,Female,Out,440
Na h-Eileanan Siar,2010-11,Male,In,450
Na h-Eileanan Siar,2010-11,Male,Net,0
Na h-Eileanan Siar,2010-11,Male,Out,450
Na h-Eileanan Siar,2010-11,Persons,In,910
Na h-Eileanan Siar,2010-11,Persons,Net,20
Na h-Eileanan Siar,2010-11,Persons,Out,890
Na h-Eileanan Siar,2011-12,Female,In,460
Na h-Eileanan Siar,2011-12,Female,Net,30
Na h-Eileanan Siar,2011-12,Female,Out,430
Na h-Eileanan Siar,2011-12,Male,In,410
Na h-Eileanan Siar,2011-12,Male,Net,-10
Na h-Eileanan Siar,2011-12,Male,Out,420
Na h-Eileanan Siar,2011-12,Persons,In,870
Na h-Eileanan Siar,2011-12,Persons,Net,10
Na h-Eileanan Siar,2011-12,Persons,Out,850
Na h-Eileanan Siar,2012-13,Female,In,460
Na h-Eileanan Siar,2012-13,Female,Net,0
Na h-Eileanan Siar,2012-13,Female,Out,460
Na h-Eileanan Siar,2012-13,Male,In,400
Na h-Eileanan Siar,2012-13,Male,Net,-20
Na h-Eileanan Siar,2012-13,Male,Out,430
Na h-Eileanan Siar,2012-13,Persons,In,860
Na h-Eileanan Siar,2012-13,Persons,Net,-20
Na h-Eileanan Siar,2012-13,Persons,Out,880
Na h-Eileanan Siar,2013-14,Female,In,430
Na h-Eileanan Siar,2013-14,Female,Net,-50
Na h-Eileanan Siar,2013-14,Female,Out,470
Na h-Eileanan Siar,2013-14,Male,In,390
Na h-Eileanan Siar,2013-14,Male,Net,-40
Na h-Eileanan Siar,2013-14,Male,Out,430
Na h-Eileanan Siar,2013-14,Persons,In,820
Na h-Eileanan Siar,2013-14,Persons,Net,-90
Na h-Eileanan Siar,2013-14,Persons,Out,910
Na h-Eileanan Siar,2014-15,Female,In,440
Na h-Eileanan Siar,2014-15,Female,Net,-40
Na h-Eileanan Siar,2014-15,Female,Out,480
Na h-Eileanan Siar,2014-15,Male,In,440
Na h-Eileanan Siar,2014-15,Male,Net,30
Na h-Eileanan Siar,2014-15,Male,Out,410
Na h-Eileanan Siar,2014-15,Persons,In,880
Na h-Eileanan Siar,2014-15,Persons,Net,-10
Na h-Eileanan Siar,2014-15,Persons,Out,890
Na h-Eileanan Siar,2015-16,Female,In,430
Na h-Eileanan Siar,2015-16,Female,Net,-10
Na h-Eileanan Siar,2015-16,Female,Out,440
Na h-Eileanan Siar,2015-16,Male,In,410
Na h-Eileanan Siar,2015-16,Male,Net,-60
Na h-Eileanan Siar,2015-16,Male,Out,460
Na h-Eileanan Siar,2015-16,Persons,In,840
Na h-Eileanan Siar,2015-16,Persons,Net,-70
Na h-Eileanan Siar,2015-16,Persons,Out,900
Na h-Eileanan Siar,2016-17,Female,In,520
Na h-Eileanan Siar,2016-17,Female,Net,80
Na h-Eileanan Siar,2016-17,Female,Out,440
Na h-Eileanan Siar,2016-17,Male,In,470
Na h-Eileanan Siar,2016-17,Male,Net,80
Na h-Eileanan Siar,2016-17,Male,Out,400
Na h-Eileanan Siar,2016-17,Persons,In,990
Na h-Eileanan Siar,2016-17,Persons,Net,160
Na h-Eileanan Siar,2016-17,Persons,Out,830
Na h-Eileanan Siar,2017-18,Female,In,460
Na h-Eileanan Siar,2017-18,Female,Net,20
Na h-Eileanan Siar,2017-18,Female,Out,440
Na h-Eileanan Siar,2017-18,Male,In,410
Na h-Eileanan Siar,2017-18,Male,Net,0
Na h-Eileanan Siar,2017-18,Male,Out,410
Na h-Eileanan Siar,2017-18,Persons,In,860
Na h-Eileanan Siar,2017-18,Persons,Net,20
Na h-Eileanan Siar,2017-18,Persons,Out,840
Na h-Eileanan Siar,2018-19,Female,In,430
Na h-Eileanan Siar,2018-19,Female,Net,30
Na h-Eileanan Siar,2018-19,Female,Out,400
Na h-Eileanan Siar,2018-19,Male,In,420
Na h-Eileanan Siar,2018-19,Male,Net,20
Na h-Eileanan Siar,2018-19,Male,Out,400
Na h-Eileanan Siar,2018-19,Persons,In,850
Na h-Eileanan Siar,2018-19,Persons,Net,50
Na h-Eileanan Siar,2018-19,Persons,Out,800
North Ayrshire,2001-02,Female,In,2140
North Ayrshire,2001-02,Female,Net,120
North Ayrshire,2001-02,Female,Out,2020
North Ayrshire,2001-02,Male,In,1990
North Ayrshire,2001-02,Male,Net,-90
North Ayrshire,2001-02,Male,Out,2090
North Ayrshire,2001-02,Persons,In,4130
North Ayrshire,2001-02,Persons,Net,30
North Ayrshire,2001-02,Persons,Out,4110
North Ayrshire,2002-03,Female,In,2370
North Ayrshire,2002-03,Female,Net,290
North Ayrshire,2002-03,Female,Out,2080
North Ayrshire,2002-03,Male,In,2230
North Ayrshire,2002-03,Male,Net,70
North Ayrshire,2002-03,Male,Out,2150
North Ayrshire,2002-03,Persons,In,4600
North Ayrshire,2002-03,Persons,Net,370
North Ayrshire,2002-03,Persons,Out,4230
North Ayrshire,2003-04,Female,In,2220
North Ayrshire,2003-04,Female,Net,110
North Ayrshire,2003-04,Female,Out,2110
North Ayrshire,2003-04,Male,In,2230
North Ayrshire,2003-04,Male,Net,90
North Ayrshire,2003-04,Male,Out,2140
North Ayrshire,2003-04,Persons,In,4450
North Ayrshire,2003-04,Persons,Net,210
North Ayrshire,2003-04,Persons,Out,4240
North Ayrshire,2004-05,Female,In,2180
North Ayrshire,2004-05,Female,Net,40
North Ayrshire,2004-05,Female,Out,2140
North Ayrshire,2004-05,Male,In,2160
North Ayrshire,2004-05,Male,Net,60
North Ayrshire,2004-05,Male,Out,2100
North Ayrshire,2004-05,Persons,In,4330
North Ayrshire,2004-05,Persons,Net,100
North Ayrshire,2004-05,Persons,Out,4240
North Ayrshire,2005-06,Female,In,2140
North Ayrshire,2005-06,Female,Net,100
North Ayrshire,2005-06,Female,Out,2040
North Ayrshire,2005-06,Male,In,1990
North Ayrshire,2005-06,Male,Net,-120
North Ayrshire,2005-06,Male,Out,2110
North Ayrshire,2005-06,Persons,In,4130
North Ayrshire,2005-06,Persons,Net,-20
North Ayrshire,2005-06,Persons,Out,4150
North Ayrshire,2006-07,Female,In,2180
North Ayrshire,2006-07,Female,Net,220
North Ayrshire,2006-07,Female,Out,1950
North Ayrshire,2006-07,Male,In,2170
North Ayrshire,2006-07,Male,Net,210
North Ayrshire,2006-07,Male,Out,1960
North Ayrshire,2006-07,Persons,In,4340
North Ayrshire,2006-07,Persons,Net,430
North Ayrshire,2006-07,Persons,Out,3910
North Ayrshire,2007-08,Female,In,2120
North Ayrshire,2007-08,Female,Net,170
North Ayrshire,2007-08,Female,Out,1950
North Ayrshire,2007-08,Male,In,2070
North Ayrshire,2007-08,Male,Net,160
North Ayrshire,2007-08,Male,Out,1910
North Ayrshire,2007-08,Persons,In,4190
North Ayrshire,2007-08,Persons,Net,330
North Ayrshire,2007-08,Persons,Out,3860
North Ayrshire,2008-09,Female,In,1760
North Ayrshire,2008-09,Female,Net,-60
North Ayrshire,2008-09,Female,Out,1820
North Ayrshire,2008-09,Male,In,1790
North Ayrshire,2008-09,Male,Net,-60
North Ayrshire,2008-09,Male,Out,1840
North Ayrshire,2008-09,Persons,In,3540
North Ayrshire,2008-09,Persons,Net,-120
North Ayrshire,2008-09,Persons,Out,3660
North Ayrshire,2009-10,Female,In,1770
North Ayrshire,2009-10,Female,Net,0
North Ayrshire,2009-10,Female,Out,1780
North Ayrshire,2009-10,Male,In,1710
North Ayrshire,2009-10,Male,Net,-160
North Ayrshire,2009-10,Male,Out,1870
North Ayrshire,2009-10,Persons,In,3480
North Ayrshire,2009-10,Persons,Net,-170
North Ayrshire,2009-10,Persons,Out,3640
North Ayrshire,2010-11,Female,In,1780
North Ayrshire,2010-11,Female,Net,40
