Council area,Year,Sex,Age group,Number
Glasgow City,2017-18,Male,80 to 84,9
Glasgow City,2017-18,Male,85 to 89,-11
Glasgow City,2017-18,Male,90 and over,1
Glasgow City,2017-18,Male,All ages,3060
Glasgow City,2018-19,Female,0 to 4,-201
Glasgow City,2018-19,Female,10 to 14,-17
Glasgow City,2018-19,Female,15 to 19,1256
Glasgow City,2018-19,Female,20 to 24,2117
Glasgow City,2018-19,Female,25 to 29,376
Glasgow City,2018-19,Female,30 to 34,-165
Glasgow City,2018-19,Female,35 to 39,-306
Glasgow City,2018-19,Female,40 to 44,-121
Glasgow City,2018-19,Female,45 to 49,-48
Glasgow City,2018-19,Female,5 to 9,-113
Glasgow City,2018-19,Female,50 to 54,-58
Glasgow City,2018-19,Female,55 to 59,-69
Glasgow City,2018-19,Female,60 to 64,1
Glasgow City,2018-19,Female,65 to 69,-39
Glasgow City,2018-19,Female,70 to 74,8
Glasgow City,2018-19,Female,75 to 79,7
Glasgow City,2018-19,Female,80 to 84,-22
Glasgow City,2018-19,Female,85 to 89,6
Glasgow City,2018-19,Female,90 and over,-16
Glasgow City,2018-19,Female,All ages,2596
Glasgow City,2018-19,Male,0 to 4,-248
Glasgow City,2018-19,Male,10 to 14,31
Glasgow City,2018-19,Male,15 to 19,1222
Glasgow City,2018-19,Male,20 to 24,2067
Glasgow City,2018-19,Male,25 to 29,1010
Glasgow City,2018-19,Male,30 to 34,201
Glasgow City,2018-19,Male,35 to 39,-149
Glasgow City,2018-19,Male,40 to 44,-122
Glasgow City,2018-19,Male,45 to 49,-50
Glasgow City,2018-19,Male,5 to 9,-68
Glasgow City,2018-19,Male,50 to 54,-30
Glasgow City,2018-19,Male,55 to 59,-74
Glasgow City,2018-19,Male,60 to 64,-98
Glasgow City,2018-19,Male,65 to 69,-12
Glasgow City,2018-19,Male,70 to 74,9
Glasgow City,2018-19,Male,75 to 79,-10
Glasgow City,2018-19,Male,80 to 84,0
Glasgow City,2018-19,Male,85 to 89,2
Glasgow City,2018-19,Male,90 and over,-10
Glasgow City,2018-19,Male,All ages,3671
Highland,2001-02,Female,0 to 4,42
Highland,2001-02,Female,10 to 14,33
Highland,2001-02,Female,15 to 19,-436
Highland,2001-02,Female,20 to 24,64
Highland,2001-02,Female,25 to 29,83
Highland,2001-02,Female,30 to 34,68
Highland,2001-02,Female,35 to 39,76
Highland,2001-02,Female,40 to 44,37
Highland,2001-02,Female,45 to 49,94
Highland,2001-02,Female,5 to 9,16
Highland,2001-02,Female,50 to 54,106
Highland,2001-02,Female,55 to 59,51
Highland,2001-02,Female,60 to 64,41
Highland,2001-02,Female,65 to 69,7
Highland,2001-02,Female,70 to 74,16
Highland,2001-02,Female,75 to 79,14
Highland,2001-02,Female,80 to 84,24
Highland,2001-02,Female,85 to 89,11
Highland,2001-02,Female,90 and over,16
Highland,2001-02,Female,All ages,363
Highland,2001-02,Male,0 to 4,39
Highland,2001-02,Male,10 to 14,-7
Highland,2001-02,Male,15 to 19,-287
Highland,2001-02,Male,20 to 24,-76
Highland,2001-02,Male,25 to 29,-21
Highland,2001-02,Male,30 to 34,79
Highland,2001-02,Male,35 to 39,67
Highland,2001-02,Male,40 to 44,75
Highland,2001-02,Male,45 to 49,87
Highland,2001-02,Male,5 to 9,60
Highland,2001-02,Male,50 to 54,117
Highland,2001-02,Male,55 to 59,112
Highland,2001-02,Male,60 to 64,48
Highland,2001-02,Male,65 to 69,13
Highland,2001-02,Male,70 to 74,17
Highland,2001-02,Male,75 to 79,7
Highland,2001-02,Male,80 to 84,12
Highland,2001-02,Male,85 to 89,2
Highland,2001-02,Male,90 and over,7
Highland,2001-02,Male,All ages,351
Highland,2002-03,Female,0 to 4,61
Highland,2002-03,Female,10 to 14,29
Highland,2002-03,Female,15 to 19,-422
Highland,2002-03,Female,20 to 24,119
Highland,2002-03,Female,25 to 29,112
Highland,2002-03,Female,30 to 34,159
Highland,2002-03,Female,35 to 39,131
Highland,2002-03,Female,40 to 44,104
Highland,2002-03,Female,45 to 49,79
Highland,2002-03,Female,5 to 9,95
Highland,2002-03,Female,50 to 54,144
Highland,2002-03,Female,55 to 59,102
Highland,2002-03,Female,60 to 64,66
Highland,2002-03,Female,65 to 69,34
Highland,2002-03,Female,70 to 74,25
Highland,2002-03,Female,75 to 79,38
Highland,2002-03,Female,80 to 84,31
Highland,2002-03,Female,85 to 89,39
Highland,2002-03,Female,90 and over,11
Highland,2002-03,Female,All ages,957
Highland,2002-03,Male,0 to 4,92
Highland,2002-03,Male,10 to 14,5
Highland,2002-03,Male,15 to 19,-302
Highland,2002-03,Male,20 to 24,12
Highland,2002-03,Male,25 to 29,34
Highland,2002-03,Male,30 to 34,90
Highland,2002-03,Male,35 to 39,157
Highland,2002-03,Male,40 to 44,99
Highland,2002-03,Male,45 to 49,90
Highland,2002-03,Male,5 to 9,52
Highland,2002-03,Male,50 to 54,95
Highland,2002-03,Male,55 to 59,119
Highland,2002-03,Male,60 to 64,75
Highland,2002-03,Male,65 to 69,41
Highland,2002-03,Male,70 to 74,10
Highland,2002-03,Male,75 to 79,12
Highland,2002-03,Male,80 to 84,10
Highland,2002-03,Male,85 to 89,7
Highland,2002-03,Male,90 and over,3
Highland,2002-03,Male,All ages,701
Highland,2003-04,Female,0 to 4,117
Highland,2003-04,Female,10 to 14,81
Highland,2003-04,Female,15 to 19,-301
Highland,2003-04,Female,20 to 24,233
Highland,2003-04,Female,25 to 29,149
Highland,2003-04,Female,30 to 34,249
Highland,2003-04,Female,35 to 39,239
Highland,2003-04,Female,40 to 44,138
Highland,2003-04,Female,45 to 49,153
Highland,2003-04,Female,5 to 9,154
Highland,2003-04,Female,50 to 54,114
Highland,2003-04,Female,55 to 59,140
Highland,2003-04,Female,60 to 64,77
Highland,2003-04,Female,65 to 69,37
Highland,2003-04,Female,70 to 74,25
Highland,2003-04,Female,75 to 79,27
Highland,2003-04,Female,80 to 84,41
Highland,2003-04,Female,85 to 89,34
Highland,2003-04,Female,90 and over,11
Highland,2003-04,Female,All ages,1718
Highland,2003-04,Male,0 to 4,121
Highland,2003-04,Male,10 to 14,89
Highland,2003-04,Male,15 to 19,-205
Highland,2003-04,Male,20 to 24,22
Highland,2003-04,Male,25 to 29,21
Highland,2003-04,Male,30 to 34,73
Highland,2003-04,Male,35 to 39,131
Highland,2003-04,Male,40 to 44,181
Highland,2003-04,Male,45 to 49,118
Highland,2003-04,Male,5 to 9,156
Highland,2003-04,Male,50 to 54,123
Highland,2003-04,Male,55 to 59,122
Highland,2003-04,Male,60 to 64,66
Highland,2003-04,Male,65 to 69,43
Highland,2003-04,Male,70 to 74,31
Highland,2003-04,Male,75 to 79,17
Highland,2003-04,Male,80 to 84,8
Highland,2003-04,Male,85 to 89,11
Highland,2003-04,Male,90 and over,4
Highland,2003-04,Male,All ages,1132
Highland,2004-05,Female,0 to 4,111
Highland,2004-05,Female,10 to 14,78
Highland,2004-05,Female,15 to 19,-404
Highland,2004-05,Female,20 to 24,268
Highland,2004-05,Female,25 to 29,219
Highland,2004-05,Female,30 to 34,204
Highland,2004-05,Female,35 to 39,157
Highland,2004-05,Female,40 to 44,181
Highland,2004-05,Female,45 to 49,152
Highland,2004-05,Female,5 to 9,86
Highland,2004-05,Female,50 to 54,108
Highland,2004-05,Female,55 to 59,122
Highland,2004-05,Female,60 to 64,66
Highland,2004-05,Female,65 to 69,34
Highland,2004-05,Female,70 to 74,6
Highland,2004-05,Female,75 to 79,34
Highland,2004-05,Female,80 to 84,37
Highland,2004-05,Female,85 to 89,20
Highland,2004-05,Female,90 and over,6
Highland,2004-05,Female,All ages,1485
Highland,2004-05,Male,0 to 4,152
Highland,2004-05,Male,10 to 14,55
Highland,2004-05,Male,15 to 19,-283
Highland,2004-05,Male,20 to 24,115
Highland,2004-05,Male,25 to 29,158
Highland,2004-05,Male,30 to 34,157
Highland,2004-05,Male,35 to 39,172
Highland,2004-05,Male,40 to 44,182
Highland,2004-05,Male,45 to 49,123
Highland,2004-05,Male,5 to 9,101
Highland,2004-05,Male,50 to 54,108
Highland,2004-05,Male,55 to 59,177
Highland,2004-05,Male,60 to 64,71
Highland,2004-05,Male,65 to 69,44
Highland,2004-05,Male,70 to 74,10
Highland,2004-05,Male,75 to 79,14
Highland,2004-05,Male,80 to 84,14
Highland,2004-05,Male,85 to 89,5
Highland,2004-05,Male,90 and over,2
Highland,2004-05,Male,All ages,1377
Highland,2005-06,Female,0 to 4,107
Highland,2005-06,Female,10 to 14,38
Highland,2005-06,Female,15 to 19,-320
Highland,2005-06,Female,20 to 24,159
Highland,2005-06,Female,25 to 29,143
Highland,2005-06,Female,30 to 34,168
Highland,2005-06,Female,35 to 39,183
Highland,2005-06,Female,40 to 44,104
Highland,2005-06,Female,45 to 49,105
Highland,2005-06,Female,5 to 9,67
Highland,2005-06,Female,50 to 54,118
Highland,2005-06,Female,55 to 59,64
Highland,2005-06,Female,60 to 64,42
Highland,2005-06,Female,65 to 69,12
Highland,2005-06,Female,70 to 74,14
Highland,2005-06,Female,75 to 79,10
Highland,2005-06,Female,80 to 84,24
Highland,2005-06,Female,85 to 89,24
Highland,2005-06,Female,90 and over,11
Highland,2005-06,Female,All ages,1073
Highland,2005-06,Male,0 to 4,68
Highland,2005-06,Male,10 to 14,74
Highland,2005-06,Male,15 to 19,-157
Highland,2005-06,Male,20 to 24,70
Highland,2005-06,Male,25 to 29,131
Highland,2005-06,Male,30 to 34,92
Highland,2005-06,Male,35 to 39,150
Highland,2005-06,Male,40 to 44,144
Highland,2005-06,Male,45 to 49,111
Highland,2005-06,Male,5 to 9,67
Highland,2005-06,Male,50 to 54,67
Highland,2005-06,Male,55 to 59,96
Highland,2005-06,Male,60 to 64,33
Highland,2005-06,Male,65 to 69,22
Highland,2005-06,Male,70 to 74,-6
Highland,2005-06,Male,75 to 79,16
Highland,2005-06,Male,80 to 84,-1
Highland,2005-06,Male,85 to 89,6
Highland,2005-06,Male,90 and over,-2
Highland,2005-06,Male,All ages,981
Highland,2006-07,Female,0 to 4,100
Highland,2006-07,Female,10 to 14,69
Highland,2006-07,Female,15 to 19,-290
Highland,2006-07,Female,20 to 24,216
Highland,2006-07,Female,25 to 29,213
Highland,2006-07,Female,30 to 34,156
Highland,2006-07,Female,35 to 39,134
Highland,2006-07,Female,40 to 44,89
Highland,2006-07,Female,45 to 49,136
Highland,2006-07,Female,5 to 9,88
Highland,2006-07,Female,50 to 54,108
Highland,2006-07,Female,55 to 59,100
Highland,2006-07,Female,60 to 64,85
Highland,2006-07,Female,65 to 69,26
Highland,2006-07,Female,70 to 74,29
Highland,2006-07,Female,75 to 79,17
Highland,2006-07,Female,80 to 84,3
Highland,2006-07,Female,85 to 89,9
Highland,2006-07,Female,90 and over,3
Highland,2006-07,Female,All ages,1291
Highland,2006-07,Male,0 to 4,77
Highland,2006-07,Male,10 to 14,65
Highland,2006-07,Male,15 to 19,-169
Highland,2006-07,Male,20 to 24,119
Highland,2006-07,Male,25 to 29,175
Highland,2006-07,Male,30 to 34,157
Highland,2006-07,Male,35 to 39,158
Highland,2006-07,Male,40 to 44,150
Highland,2006-07,Male,45 to 49,143
Highland,2006-07,Male,5 to 9,81
Highland,2006-07,Male,50 to 54,120
Highland,2006-07,Male,55 to 59,126
Highland,2006-07,Male,60 to 64,103
Highland,2006-07,Male,65 to 69,47
Highland,2006-07,Male,70 to 74,14
Highland,2006-07,Male,75 to 79,-4
Highland,2006-07,Male,80 to 84,11
Highland,2006-07,Male,85 to 89,7
Highland,2006-07,Male,90 and over,6
Highland,2006-07,Male,All ages,1386
Highland,2007-08,Female,0 to 4,93
Highland,2007-08,Female,10 to 14,38
Highland,2007-08,Female,15 to 19,-303
Highland,2007-08,Female,20 to 24,208
Highland,2007-08,Female,25 to 29,154
Highland,2007-08,Female,30 to 34,125
Highland,2007-08,Female,35 to 39,89
Highland,2007-08,Female,40 to 44,78
Highland,2007-08,Female,45 to 49,103
Highland,2007-08,Female,5 to 9,58
Highland,2007-08,Female,50 to 54,89
Highland,2007-08,Female,55 to 59,45
Highland,2007-08,Female,60 to 64,67
Highland,2007-08,Female,65 to 69,8
Highland,2007-08,Female,70 to 74,18
Highland,2007-08,Female,75 to 79,23
Highland,2007-08,Female,80 to 84,25
Highland,2007-08,Female,85 to 89,30
Highland,2007-08,Female,90 and over,7
Highland,2007-08,Female,All ages,955
Highland,2007-08,Male,0 to 4,140
Highland,2007-08,Male,10 to 14,44
Highland,2007-08,Male,15 to 19,-195
Highland,2007-08,Male,20 to 24,75
Highland,2007-08,Male,25 to 29,128
Highland,2007-08,Male,30 to 34,151
Highland,2007-08,Male,35 to 39,132
Highland,2007-08,Male,40 to 44,145
Highland,2007-08,Male,45 to 49,135
Highland,2007-08,Male,5 to 9,79
Highland,2007-08,Male,50 to 54,114
Highland,2007-08,Male,55 to 59,104
Highland,2007-08,Male,60 to 64,50
Highland,2007-08,Male,65 to 69,21
Highland,2007-08,Male,70 to 74,5
Highland,2007-08,Male,75 to 79,5
Highland,2007-08,Male,80 to 84,21
Highland,2007-08,Male,85 to 89,2
Highland,2007-08,Male,90 and over,0
Highland,2007-08,Male,All ages,1156
Highland,2008-09,Female,0 to 4,52
Highland,2008-09,Female,10 to 14,33
Highland,2008-09,Female,15 to 19,-316
Highland,2008-09,Female,20 to 24,181
Highland,2008-09,Female,25 to 29,157
Highland,2008-09,Female,30 to 34,100
Highland,2008-09,Female,35 to 39,76
Highland,2008-09,Female,40 to 44,76
Highland,2008-09,Female,45 to 49,48
Highland,2008-09,Female,5 to 9,39
Highland,2008-09,Female,50 to 54,66
Highland,2008-09,Female,55 to 59,42
Highland,2008-09,Female,60 to 64,-4
Highland,2008-09,Female,65 to 69,-14
Highland,2008-09,Female,70 to 74,4
Highland,2008-09,Female,75 to 79,7
Highland,2008-09,Female,80 to 84,5
Highland,2008-09,Female,85 to 89,8
Highland,2008-09,Female,90 and over,7
Highland,2008-09,Female,All ages,567
Highland,2008-09,Male,0 to 4,49
Highland,2008-09,Male,10 to 14,35
Highland,2008-09,Male,15 to 19,-193
Highland,2008-09,Male,20 to 24,-3
Highland,2008-09,Male,25 to 29,68
Highland,2008-09,Male,30 to 34,45
Highland,2008-09,Male,35 to 39,42
Highland,2008-09,Male,40 to 44,78
Highland,2008-09,Male,45 to 49,40
Highland,2008-09,Male,5 to 9,72
Highland,2008-09,Male,50 to 54,68
Highland,2008-09,Male,55 to 59,65
Highland,2008-09,Male,60 to 64,22
Highland,2008-09,Male,65 to 69,23
Highland,2008-09,Male,70 to 74,-6
Highland,2008-09,Male,75 to 79,2
Highland,2008-09,Male,80 to 84,5
Highland,2008-09,Male,85 to 89,4
Highland,2008-09,Male,90 and over,7
Highland,2008-09,Male,All ages,423
Highland,2009-10,Female,0 to 4,58
Highland,2009-10,Female,10 to 14,4
Highland,2009-10,Female,15 to 19,-353
Highland,2009-10,Female,20 to 24,145
Highland,2009-10,Female,25 to 29,158
Highland,2009-10,Female,30 to 34,79
Highland,2009-10,Female,35 to 39,112
Highland,2009-10,Female,40 to 44,90
Highland,2009-10,Female,45 to 49,87
Highland,2009-10,Female,5 to 9,58
Highland,2009-10,Female,50 to 54,62
Highland,2009-10,Female,55 to 59,33
Highland,2009-10,Female,60 to 64,31
Highland,2009-10,Female,65 to 69,-8
Highland,2009-10,Female,70 to 74,8
Highland,2009-10,Female,75 to 79,10
Highland,2009-10,Female,80 to 84,-4
Highland,2009-10,Female,85 to 89,-2
Highland,2009-10,Female,90 and over,5
Highland,2009-10,Female,All ages,573
Highland,2009-10,Male,0 to 4,64
Highland,2009-10,Male,10 to 14,28
Highland,2009-10,Male,15 to 19,-221
Highland,2009-10,Male,20 to 24,53
Highland,2009-10,Male,25 to 29,94
Highland,2009-10,Male,30 to 34,66
Highland,2009-10,Male,35 to 39,46
Highland,2009-10,Male,40 to 44,45
Highland,2009-10,Male,45 to 49,58
Highland,2009-10,Male,5 to 9,35
Highland,2009-10,Male,50 to 54,42
Highland,2009-10,Male,55 to 59,56
Highland,2009-10,Male,60 to 64,48
Highland,2009-10,Male,65 to 69,16
Highland,2009-10,Male,70 to 74,-8
Highland,2009-10,Male,75 to 79,-7
Highland,2009-10,Male,80 to 84,3
Highland,2009-10,Male,85 to 89,1
Highland,2009-10,Male,90 and over,-2
Highland,2009-10,Male,All ages,417
Highland,2010-11,Female,0 to 4,58
Highland,2010-11,Female,10 to 14,27
Highland,2010-11,Female,15 to 19,-369
Highland,2010-11,Female,20 to 24,134
Highland,2010-11,Female,25 to 29,130
Highland,2010-11,Female,30 to 34,99
Highland,2010-11,Female,35 to 39,95
Highland,2010-11,Female,40 to 44,30
Highland,2010-11,Female,45 to 49,44
Highland,2010-11,Female,5 to 9,50
Highland,2010-11,Female,50 to 54,25
Highland,2010-11,Female,55 to 59,32
Highland,2010-11,Female,60 to 64,30
Highland,2010-11,Female,65 to 69,2
Highland,2010-11,Female,70 to 74,12
Highland,2010-11,Female,75 to 79,-3
Highland,2010-11,Female,80 to 84,7
Highland,2010-11,Female,85 to 89,14
Highland,2010-11,Female,90 and over,1
Highland,2010-11,Female,All ages,418
Highland,2010-11,Male,0 to 4,49
Highland,2010-11,Male,10 to 14,-25
Highland,2010-11,Male,15 to 19,-188
Highland,2010-11,Male,20 to 24,50
Highland,2010-11,Male,25 to 29,78
Highland,2010-11,Male,30 to 34,84
Highland,2010-11,Male,35 to 39,139
Highland,2010-11,Male,40 to 44,86
Highland,2010-11,Male,45 to 49,63
Highland,2010-11,Male,5 to 9,6
Highland,2010-11,Male,50 to 54,24
Highland,2010-11,Male,55 to 59,53
Highland,2010-11,Male,60 to 64,33
Highland,2010-11,Male,65 to 69,15
Highland,2010-11,Male,70 to 74,-1
Highland,2010-11,Male,75 to 79,-7
Highland,2010-11,Male,80 to 84,5
Highland,2010-11,Male,85 to 89,7
Highland,2010-11,Male,90 and over,9
Highland,2010-11,Male,All ages,480
Highland,2011-12,Female,0 to 4,13
Highland,2011-12,Female,10 to 14,-30
Highland,2011-12,Female,15 to 19,-310
Highland,2011-12,Female,20 to 24,78
Highland,2011-12,Female,25 to 29,57
Highland,2011-12,Female,30 to 34,1
Highland,2011-12,Female,35 to 39,66
Highland,2011-12,Female,40 to 44,37
Highland,2011-12,Female,45 to 49,25
Highland,2011-12,Female,5 to 9,-23
Highland,2011-12,Female,50 to 54,14
Highland,2011-12,Female,55 to 59,76
Highland,2011-12,Female,60 to 64,-4
Highland,2011-12,Female,65 to 69,6
Highland,2011-12,Female,70 to 74,-26
Highland,2011-12,Female,75 to 79,-9
Highland,2011-12,Female,80 to 84,-4
Highland,2011-12,Female,85 to 89,5
Highland,2011-12,Female,90 and over,2
Highland,2011-12,Female,All ages,-26
Highland,2011-12,Male,0 to 4,32
Highland,2011-12,Male,10 to 14,-12
Highland,2011-12,Male,15 to 19,-165
Highland,2011-12,Male,20 to 24,4
Highland,2011-12,Male,25 to 29,33
Highland,2011-12,Male,30 to 34,29
Highland,2011-12,Male,35 to 39,54
Highland,2011-12,Male,40 to 44,65
Highland,2011-12,Male,45 to 49,39
Highland,2011-12,Male,5 to 9,-5
Highland,2011-12,Male,50 to 54,42
Highland,2011-12,Male,55 to 59,31
Highland,2011-12,Male,60 to 64,12
Highland,2011-12,Male,65 to 69,6
Highland,2011-12,Male,70 to 74,1
Highland,2011-12,Male,75 to 79,-10
Highland,2011-12,Male,80 to 84,-11
Highland,2011-12,Male,85 to 89,-4
Highland,2011-12,Male,90 and over,3
Highland,2011-12,Male,All ages,144
Highland,2012-13,Female,0 to 4,25
Highland,2012-13,Female,10 to 14,31
Highland,2012-13,Female,15 to 19,-295
Highland,2012-13,Female,20 to 24,84
Highland,2012-13,Female,25 to 29,32
Highland,2012-13,Female,30 to 34,24
Highland,2012-13,Female,35 to 39,41
Highland,2012-13,Female,40 to 44,4
Highland,2012-13,Female,45 to 49,24
Highland,2012-13,Female,5 to 9,36
Highland,2012-13,Female,50 to 54,31
Highland,2012-13,Female,55 to 59,33
Highland,2012-13,Female,60 to 64,9
Highland,2012-13,Female,65 to 69,9
Highland,2012-13,Female,70 to 74,-4
Highland,2012-13,Female,75 to 79,-19
Highland,2012-13,Female,80 to 84,5
Highland,2012-13,Female,85 to 89,-2
Highland,2012-13,Female,90 and over,-2
Highland,2012-13,Female,All ages,66
Highland,2012-13,Male,0 to 4,23
Highland,2012-13,Male,10 to 14,18
Highland,2012-13,Male,15 to 19,-201
Highland,2012-13,Male,20 to 24,-9
Highland,2012-13,Male,25 to 29,39
Highland,2012-13,Male,30 to 34,22
Highland,2012-13,Male,35 to 39,25
Highland,2012-13,Male,40 to 44,17
Highland,2012-13,Male,45 to 49,15
Highland,2012-13,Male,5 to 9,33
Highland,2012-13,Male,50 to 54,15
Highland,2012-13,Male,55 to 59,38
Highland,2012-13,Male,60 to 64,22
Highland,2012-13,Male,65 to 69,4
Highland,2012-13,Male,70 to 74,-12
Highland,2012-13,Male,75 to 79,-22
Highland,2012-13,Male,80 to 84,-4
Highland,2012-13,Male,85 to 89,2
Highland,2012-13,Male,90 and over,2
Highland,2012-13,Male,All ages,27
Highland,2013-14,Female,0 to 4,43
Highland,2013-14,Female,10 to 14,31
Highland,2013-14,Female,15 to 19,-318
Highland,2013-14,Female,20 to 24,90
Highland,2013-14,Female,25 to 29,58
Highland,2013-14,Female,30 to 34,46
Highland,2013-14,Female,35 to 39,3
Highland,2013-14,Female,40 to 44,53
Highland,2013-14,Female,45 to 49,33
Highland,2013-14,Female,5 to 9,14
Highland,2013-14,Female,50 to 54,38
Highland,2013-14,Female,55 to 59,29
Highland,2013-14,Female,60 to 64,26
Highland,2013-14,Female,65 to 69,10
Highland,2013-14,Female,70 to 74,-15
Highland,2013-14,Female,75 to 79,-2
Highland,2013-14,Female,80 to 84,-8
Highland,2013-14,Female,85 to 89,10
Highland,2013-14,Female,90 and over,10
Highland,2013-14,Female,All ages,151
Highland,2013-14,Male,0 to 4,41
Highland,2013-14,Male,10 to 14,1
Highland,2013-14,Male,15 to 19,-175
Highland,2013-14,Male,20 to 24,-29
Highland,2013-14,Male,25 to 29,46
Highland,2013-14,Male,30 to 34,45
Highland,2013-14,Male,35 to 39,-6
Highland,2013-14,Male,40 to 44,48
Highland,2013-14,Male,45 to 49,35
Highland,2013-14,Male,5 to 9,-3
Highland,2013-14,Male,50 to 54,31
Highland,2013-14,Male,55 to 59,60
Highland,2013-14,Male,60 to 64,43
Highland,2013-14,Male,65 to 69,15
Highland,2013-14,Male,70 to 74,-51
Highland,2013-14,Male,75 to 79,-10
Highland,2013-14,Male,80 to 84,-2
Highland,2013-14,Male,85 to 89,-3
Highland,2013-14,Male,90 and over,2
Highland,2013-14,Male,All ages,88
Highland,2014-15,Female,0 to 4,49
Highland,2014-15,Female,10 to 14,53
Highland,2014-15,Female,15 to 19,-246
